total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,tree_insertion_time,tree_insertion_num,permutation_map_insertion_time,permutation_map_insertion_num,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,queue_size,queue_min_length,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
6.12994,5.1232,0.0411744,5.08458,9.53674e-07,1525149,1.41178,0.132334,1081504,1.05054,1428045,0.0375682,0.354189,3,1079753,9252,1070504,1,1051301,30041,12,137,1:78;2:5755;3:139106;4:662444;5:262111;6:133;
6.75699,5.74575,0.0455468,5.70354,1.19209e-06,1662563,1.53959,0.143471,1171320,1.31323,1556518,0.0378764,0.354189,3,1169358,10042,1159320,1,1138110,33047,13,137,1:77;2:5864;3:139687;4:712358;5:300086;6:260;
7.2032,6.18784,0.04954,6.14204,9.53674e-07,1800113,1.66573,0.154622,1264422,1.39795,1685112,0.0382532,0.354189,3,1262265,10847,1251422,1,1228643,35616,13,137,1:77;2:5845;3:140925;4:745568;5:357375;6:644;
7.65578,6.63626,0.0535817,6.58685,0,1937208,1.79362,0.165708,1355503,1.48553,1813340,0.0384928,0.354189,3,1353134,11643,1341503,1,1317025,38306,22,137,1:76;2:5931;3:141814;4:782124;5:409010;6:773;
8.09861,7.07493,0.0576332,7.02199,1.19209e-06,2074517,1.91833,0.176774,1447290,1.57106,1941705,0.038801,0.354189,3,1444715,12437,1432290,1,1406032,41086,22,137,1:75;2:6034;3:143626;4:810724;5:469021;6:1035;
8.5304,7.50266,0.0615687,7.44628,0,2211194,2.04016,0.187208,1536448,1.65719,2069443,0.0390237,0.354189,3,1533664,13228,1520448,1,1491849,44427,22,137,1:75;2:6022;3:144056;4:854275;5:512823;6:1422;
8.9719,7.94008,0.0655434,7.88022,9.53674e-07,2347552,2.16308,0.198464,1630933,1.74357,2196862,0.0391778,0.354189,3,1627969,14048,1613933,1,1583921,46840,22,136,1:74;2:6126;3:145233;4:875160;5:583886;6:1679;
9.41642,8.38038,0.0696158,8.31697,9.53674e-07,2483638,2.28723,0.209594,1724057,1.83148,2324080,0.0394175,0.354189,3,1720906,14861,1706057,1,1674729,49156,22,136,1:74;2:6099;3:146899;4:903973;5:640729;6:6508;
9.85648,8.81622,0.0737126,8.74932,9.53674e-07,2620225,2.41073,0.220381,1814704,1.92001,2451739,0.0396402,0.354189,3,1811348,15656,1795704,1,1762683,51849,22,136,1:74;2:6093;3:147005;4:932112;5:701239;6:7406;
10.2954,9.25091,0.0777645,9.18056,9.53674e-07,2756669,2.53286,0.231285,1907596,2.00847,2579215,0.0397943,0.354189,3,1904042,16458,1887596,1,1852825,54599,22,136,1:74;2:6080;3:147936;4:955701;5:760433;6:15597;
10.7285,9.67988,0.0818083,9.60615,0,2892426,2.65346,0.242078,1997922,2.09671,2705997,0.0399484,0.354189,3,1994154,17244,1976922,1,1940608,57142,22,136,1:74;2:6064;3:148724;4:975465;5:828587;6:16234;
11.164,10.1112,0.085902,10.034,9.53674e-07,3028728,2.77486,0.252996,2088070,2.18708,2833348,0.040188,0.354189,3,2084110,18052,2066070,1,2027672,60226,22,136,1:74;2:6045;3:149983;4:1014397;5:875161;6:18637;
11.6053,10.5482,0.0900609,10.4676,0,3164493,2.89558,0.263333,2177201,2.2786,2960138,0.0403421,0.354189,3,2173028,18839,2154201,1,2113735,63294,22,136,1:74;2:6038;3:150188;4:1042194;5:934024;6:19910;
12.3334,11.2689,0.0973022,11.1845,9.53674e-07,3300287,3.01639,0.273701,2266071,2.656,3086979,0.0405648,0.354189,3,2261684,19625,2242071,1,2199486,66413,22,136,1:74;2:6024;3:151119;4:1067254;5:994273;6:21556;
12.7735,11.7019,0.104338,11.6138,0,3436139,3.13687,0.284211,2355358,2.74881,3213857,0.0407189,0.354189,3,2350760,20414,2330358,1,2285913,69273,22,136,1:74;2:6011;3:152037;4:1090022;5:1056733;6:23710;
13.2099,12.1328,0.109628,12.0412,0,3571665,3.25766,0.294898,2447215,2.83677,3340427,0.040873,0.354189,3,2442426,21223,2421215,1,2375039,72004,22,136,1:73;2:6122;3:152258;4:1114351;5:1115672;6:30968;
13.6455,12.5636,0.114437,12.4685,0,3707132,3.37867,0.305912,2539916,2.92341,3466921,0.0410271,0.354189,3,2534944,22041,2512916,1,2464779,74964,23,136,1:72;2:6225;3:152349;4:1136685;5:1179936;6:35791;
14.0262,12.9399,0.118588,12.8416,0,3829987,3.48759,0.314903,2616436,2.99894,3581620,0.0411127,0.353796,4,2611239,22724,2588527,1,2539052,77211,23,136,1:72;2:6221;3:152438;4:1159155;5:1225347;6:43437;
14.0267,12.9405,0.118588,12.8421,9.53674e-07,3830105,3.48772,0.31492,2616526,2.99904,3581735,0.0411127,0.353796,4,2611329,22725,2588617,1,2539141,77212,23,136,1:72;2:6221;3:152437;4:1159245;5:1225347;6:43437;
17.0876,12.9405,0.118588,12.8421,9.53674e-07,3830105,3.48772,0.31492,2616526,2.99904,3581735,0.0411127,0.353796,4,2611329,22725,2588617,1,2539141,77212,23,136,1:72;2:6219;3:152410;4:1159126;5:1225237;6:43437;
