seconds,min_objective,accuracy,best_prefix,priority_queue_length,cache_size,dead_prefix_start,stunted_prefix,commutes,captured_zero,insufficient,dead_prefix,inferior,cache_size_0,cache_size_1,cache_size_2,cache_size_3,cache_size_4,cache_size_5,cache_size_6,cache_size_7,cache_size_8,cache_size_9,cache_size_10,cache_size_11,cache_size_12,cache_size_13,cache_size_14,cache_size_15,cache_size_16,cache_size_17,cache_size_18,cache_size_19,cache_size_20,dead_prefix_start_0,dead_prefix_start_1,dead_prefix_start_2,dead_prefix_start_3,dead_prefix_start_4,dead_prefix_start_5,dead_prefix_start_6,dead_prefix_start_7,dead_prefix_start_8,dead_prefix_start_9,dead_prefix_start_10,dead_prefix_start_11,dead_prefix_start_12,dead_prefix_start_13,dead_prefix_start_14,dead_prefix_start_15,dead_prefix_start_16,dead_prefix_start_17,dead_prefix_start_18,dead_prefix_start_19,dead_prefix_start_20,stunted_prefix_0,stunted_prefix_1,stunted_prefix_2,stunted_prefix_3,stunted_prefix_4,stunted_prefix_5,stunted_prefix_6,stunted_prefix_7,stunted_prefix_8,stunted_prefix_9,stunted_prefix_10,stunted_prefix_11,stunted_prefix_12,stunted_prefix_13,stunted_prefix_14,stunted_prefix_15,stunted_prefix_16,stunted_prefix_17,stunted_prefix_18,stunted_prefix_19,stunted_prefix_20,commutes_0,commutes_1,commutes_2,commutes_3,commutes_4,commutes_5,commutes_6,commutes_7,commutes_8,commutes_9,commutes_10,commutes_11,commutes_12,commutes_13,commutes_14,commutes_15,commutes_16,commutes_17,commutes_18,commutes_19,commutes_20,captured_zero_0,captured_zero_1,captured_zero_2,captured_zero_3,captured_zero_4,captured_zero_5,captured_zero_6,captured_zero_7,captured_zero_8,captured_zero_9,captured_zero_10,captured_zero_11,captured_zero_12,captured_zero_13,captured_zero_14,captured_zero_15,captured_zero_16,captured_zero_17,captured_zero_18,captured_zero_19,captured_zero_20,insufficient_0,insufficient_1,insufficient_2,insufficient_3,insufficient_4,insufficient_5,insufficient_6,insufficient_7,insufficient_8,insufficient_9,insufficient_10,insufficient_11,insufficient_12,insufficient_13,insufficient_14,insufficient_15,insufficient_16,insufficient_17,insufficient_18,insufficient_19,insufficient_20,dead_prefix_0,dead_prefix_1,dead_prefix_2,dead_prefix_3,dead_prefix_4,dead_prefix_5,dead_prefix_6,dead_prefix_7,dead_prefix_8,dead_prefix_9,dead_prefix_10,dead_prefix_11,dead_prefix_12,dead_prefix_13,dead_prefix_14,dead_prefix_15,dead_prefix_16,dead_prefix_17,dead_prefix_18,dead_prefix_19,dead_prefix_20,inferior_0,inferior_1,inferior_2,inferior_3,inferior_4,inferior_5,inferior_6,inferior_7,inferior_8,inferior_9,inferior_10,inferior_11,inferior_12,inferior_13,inferior_14,inferior_15,inferior_16,inferior_17,inferior_18,inferior_19,inferior_20
100.78793,0.21644,0.79656,307.188.22.5.271.11.17.147.354.35.36.178.55,148182,113282,0,0,2418021,86547,23657,0,63490,1,377,282,221,149,1024,527,2006,212,13833,3462,3549,77269,10370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,9758,2044,4499,105526,11361,55842,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,108,9,74,2378,201,1550,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,4,43,233,95,552,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1136,23,46,53535,1347,7380,0,0,0,0,0,0
102.77943,0.21644,0.79656,307.188.22.5.271.11.17.147.354.35.36.178.55,147894,68192,0,0,2451093,87732,24237,0,63490,1,377,282,221,149,1024,527,1994,212,13450,2981,3340,33462,10172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,9758,2044,4499,105526,20886,79389,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,108,9,74,2378,598,2338,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,4,43,233,290,937,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1136,23,46,53535,1347,7380,0,0,0,0,0,0
135.95379,0.21644,0.79656,307.188.22.5.271.11.17.147.354.35.36.178.55,137894,58124,0,0,3663755,131103,43095,0,63490,1,377,282,221,149,1024,527,1994,212,13450,2981,3340,33394,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,9758,2044,4499,105526,20886,1292051,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,108,9,74,2378,598,45709,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,4,43,233,290,19795,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1136,23,46,53535,1347,7380,0,0,0,0,0,0
173.81548,0.21644,0.79656,307.188.22.5.271.11.17.147.354.35.36.178.55,139439,59777,0,0,4858022,157164,69419,0,71325,1,377,282,221,149,1024,527,1994,212,13450,3040,5109,33391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,9758,2176,27364,1256360,20886,1312487,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,108,9,622,27100,598,46500,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,7,515,25842,290,20035,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1136,30,7874,53535,1347,7380,0,0,0,0,0,0
192.94363,0.21557,0.79343,307.188.22.5.271.11.17.155.354,136536,56810,0,0,5384072,169728,82057,0,71590,1,377,282,221,149,1024,527,1994,212,14917,3082,633,33391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2315,27364,1781365,20886,1312487,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,622,39651,598,46500,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,8,515,38473,290,20035,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,7874,53535,1347,7380,0,0,0,0,0,0
193.37255,0.21444,0.79656,307.188.22.5.271.11.17.155.354.35.36,140928,60969,0,0,5387819,169797,82099,0,71667,1,377,282,221,149,1024,520,1994,208,14923,3363,4516,33391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,31028,1781365,20886,1312487,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,691,39651,598,46500,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,554,38473,290,20035,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,7951,53535,1347,7380,0,0,0,0,0,0
221.76676,0.21444,0.79656,307.188.22.5.271.11.17.155.354.35.36,156352,41278,0,0,6036357,188154,93338,0,80569,1,377,282,221,149,1024,520,1992,204,14363,2075,4665,129,15276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,31028,1781525,40653,1941098,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,692,39652,1101,64352,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,557,38475,594,30965,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,7951,53535,10249,7380,0,0,0,0,0,0
227.14243,0.21431,0.79969,307.188.22.5.271.11.17.155.354.35.36.121.73.312,154911,39828,0,0,6208527,193548,96253,0,80569,1,377,282,221,149,1024,520,1992,204,14363,2075,4665,119,13836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,31028,1781525,40653,2113268,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,692,39652,1101,69746,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,557,38475,594,33880,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,7951,53535,10249,7380,0,0,0,0,0,0
248.98164,0.21431,0.79969,307.188.22.5.271.11.17.155.354.35.36.121.73.312,146352,29288,0,0,7228667,227131,112759,0,80569,1,377,282,221,149,1024,520,1992,204,14363,2075,2750,54,5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,31028,1781525,40653,3133408,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,692,39652,1101,103329,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,557,38475,594,50386,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,7951,53535,10249,7380,0,0,0,0,0,0
300.03017,0.21431,0.79969,307.188.22.5.271.11.17.155.354.35.36.121.73.312,368433,255330,0,0,8418978,261468,135941,0,193734,1,377,282,221,149,1024,520,1992,204,14363,2009,21968,212220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,2265572,81573,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,50345,1791,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,49440,1040,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,152285,10249,7380,0,0,0,0,0,0
370.74618,0.21431,0.79969,307.188.22.5.271.11.17.155.354.35.36.121.73.312,673439,565129,0,0,9596538,287240,160129,0,527938,1,377,282,221,149,1024,520,1992,204,14363,1980,16950,527066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,3419708,104997,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,75865,2043,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,73353,1315,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,486489,10249,7380,0,0,0,0,0,0
400.03616,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,786890,681221,0,0,10070737,297837,171093,0,770192,1,377,282,221,149,1024,520,1992,204,14363,1974,15498,644616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,3881600,117304,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,86350,2155,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,84175,1457,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
423.51831,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,781070,673227,0,0,10723959,314530,186250,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1149,9764,644529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,127341,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,2347,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,1677,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
448.04095,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,771070,663136,0,0,11952433,340796,213298,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1149,9673,634529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,1355815,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,28613,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,28725,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
471.79264,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,761070,653041,0,0,13181699,362224,240045,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1148,9579,624529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,2585081,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,50041,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,55472,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
496.52118,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,751070,642942,0,0,14420523,385853,267866,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1147,9481,614529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,3823905,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,73670,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,83293,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
520.51991,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,741070,632845,0,0,15654942,411970,297087,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1146,9385,604529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,5058324,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,99787,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,112514,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
545.67343,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,731070,622747,0,0,16877128,437836,326155,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1145,9288,594529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,6280510,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,125653,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,141582,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
571.57748,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,721070,612647,0,0,18099622,462753,355107,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1144,9189,584529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,7503004,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,150570,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,170534,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
597.80634,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,711070,602543,0,0,19328908,487419,383294,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1143,9086,574529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,8732290,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,175236,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,198721,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
624.59599,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,701070,592441,0,0,20583201,512056,411906,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1142,8985,564529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,9986583,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,199873,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,227333,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
656.00493,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,691070,582338,0,0,21869433,535779,441275,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1141,8883,554529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,11272815,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,223596,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,256702,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
685.27801,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,681070,572217,0,0,23143394,561084,468910,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1140,8763,544529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,12546776,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,248901,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,284337,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
718.69052,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,671070,562106,0,0,24341383,588939,492345,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1139,8653,534529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,13744765,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,276756,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,307772,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
744.15540,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,661070,551995,0,0,25530277,617473,525269,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1138,8543,524529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,14933659,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,305290,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,340696,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
770.80212,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,651070,541889,0,0,26716171,643738,553820,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1137,8438,514529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,16119553,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,331555,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,369247,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
798.92733,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,641070,531774,0,0,27894892,670486,582548,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1136,8324,504529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,17298274,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,358303,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,397975,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
827.69993,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,631070,521663,0,0,29068028,697091,613943,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1135,8214,494529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,18471410,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,384908,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,429370,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
857.27685,0.21331,0.79969,307.188.22.5.271.11.17.155.354.220.269.36.346,621070,511553,0,0,30260233,727470,643723,0,770192,1,377,282,221,149,1024,520,1983,204,13024,1134,8105,484529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,225,832,216,1668,156,10664,2398,59853,4524785,19663615,3769927,2225656,0,0,0,0,0,0,0,0,0,0,0,0,15,0,121,9,1547,102851,415287,125428,82212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,11,1134,99112,459150,61580,22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,1396,35,22366,728743,10249,7380,0,0,0,0,0,0
