prefix	length	first	prediction	default	accuracy	upper_bound	num_captured	num_captured_correct	num_not_captured
281, 212	2	281	1, 0	1	0.680751173709	0.996870109546	78	76	561
281, 224	2	281	1, 1	1	0.638497652582	0.993740219092	89	85	550
281, 239	2	281	1, 1	1	0.638497652582	0.992175273865	92	87	547
281, 26	2	281	1, 1	1	0.638497652582	0.992175273865	89	84	550
281, 269	2	281	1, 0	1	0.677621283255	0.995305164319	78	75	561
281, 270	2	281	1, 0	1	0.676056338028	0.996870109546	75	73	564
281, 29	2	281	1, 1	1	0.638497652582	1.0	98	98	541
281, 298	2	281	1, 1	1	0.638497652582	0.990610328638	100	94	539
281, 303	2	281	1, 0	1	0.687010954617	0.996870109546	82	80	557
281, 304	2	281	1, 1	1	0.638497652582	1.0	106	106	533
281, 314	2	281	1, 1	1	0.638497652582	1.0	101	101	538
281, 318	2	281	1, 0	1	0.672926447574	0.992175273865	79	74	560
281, 333	2	281	1, 1	1	0.638497652582	1.0	108	108	531
281, 339	2	281	1, 1	1	0.638497652582	0.993740219092	95	91	544
281, 346	2	281	1, 0	1	0.674491392801	0.992175273865	80	75	559
281, 362	2	281	1, 1	1	0.638497652582	0.990610328638	100	94	539
281, 372	2	281	1, 0	1	0.677621283255	1.0	72	72	567
281, 374	2	281	1, 0	1	0.674491392801	0.995305164319	76	73	563
281, 375	2	281	1, 1	1	0.638497652582	0.992175273865	94	89	545
281, 51	2	281	1, 0	1	0.694835680751	1.0	83	83	556
281, 53	2	281	1, 1	1	0.638497652582	1.0	94	94	545
281, 62	2	281	1, 0	1	0.68544600939	0.996870109546	81	79	558
298, 110	2	298	1, 1	1	0.638497652582	0.990610328638	99	93	540
298, 134	2	298	1, 0	1	0.69014084507	0.990610328638	86	80	553
298, 153	2	298	1, 0	1	0.677621283255	0.990610328638	78	72	561
298, 176	2	298	1, 0	1	0.682316118936	0.990610328638	81	75	558
298, 178	2	298	1, 0	1	0.682316118936	0.990610328638	81	75	558
298, 281	2	298	1, 1	1	0.638497652582	0.990610328638	100	94	539
298, 29	2	298	1, 1	1	0.638497652582	0.990610328638	101	95	538
298, 304	2	298	1, 1	1	0.638497652582	0.990610328638	111	105	528
298, 314	2	298	1, 1	1	0.638497652582	0.990610328638	103	97	536
298, 333	2	298	1, 1	1	0.638497652582	0.990610328638	80	74	559
298, 372	2	298	1, 0	1	0.674491392801	0.990610328638	76	70	563
298, 51	2	298	1, 0	1	0.694835680751	0.990610328638	89	83	550
298, 53	2	298	1, 1	1	0.638497652582	0.990610328638	101	95	538
304, 100	2	304	1, 0	1	0.683881064163	0.996870109546	92	90	547
304, 106	2	304	1, 0	1	0.677621283255	0.993740219092	92	88	547
304, 110	2	304	1, 1	1	0.638497652582	1.0	105	105	534
304, 115	2	304	1, 1	1	0.638497652582	0.992175273865	109	104	530
304, 121	2	304	1, 0	1	0.680751173709	0.995305164319	92	89	547
304, 134	2	304	1, 0	1	0.69014084507	1.0	92	92	547
304, 153	2	304	1, 0	1	0.677621283255	1.0	84	84	555
304, 158	2	304	1, 0	1	0.671361502347	0.993740219092	88	84	551
304, 176	2	304	1, 0	1	0.682316118936	1.0	87	87	552
304, 178	2	304	1, 0	1	0.682316118936	1.0	87	87	552
304, 198	2	304	1, 0	1	0.680751173709	0.992175273865	96	91	543
304, 224	2	304	1, 1	1	0.638497652582	0.993740219092	105	101	534
304, 239	2	304	1, 1	1	0.638497652582	0.992175273865	105	100	534
304, 256	2	304	1, 0	1	0.669796557121	0.993740219092	87	83	552
304, 26	2	304	1, 1	1	0.638497652582	0.992175273865	106	101	533
304, 269	2	304	1, 0	1	0.676056338028	0.993740219092	91	87	548
304, 281	2	304	1, 1	1	0.638497652582	1.0	106	106	533
304, 29	2	304	1, 1	1	0.638497652582	1.0	111	111	528
304, 298	2	304	1, 1	1	0.638497652582	0.990610328638	111	105	528
304, 314	2	304	1, 1	1	0.638497652582	1.0	112	112	527
304, 320	2	304	1, 0	1	0.672926447574	0.995305164319	87	84	552
304, 326	2	304	1, 0	1	0.669796557121	0.992175273865	89	84	550
304, 333	2	304	1, 1	1	0.638497652582	1.0	119	119	520
304, 339	2	304	1, 1	1	0.638497652582	0.993740219092	107	103	532
304, 346	2	304	1, 0	1	0.674491392801	0.992175273865	92	87	547
304, 353	2	304	1, 0	1	0.674491392801	0.995305164319	88	85	551
304, 362	2	304	1, 1	1	0.638497652582	0.990610328638	106	100	533
304, 371	2	304	1, 0	1	0.688575899844	0.995305164319	97	94	542
304, 372	2	304	1, 0	1	0.677621283255	1.0	84	84	555
304, 374	2	304	1, 0	1	0.677621283255	0.998435054773	86	85	553
304, 375	2	304	1, 1	1	0.638497652582	0.992175273865	107	102	532
304, 51	2	304	1, 0	1	0.694835680751	1.0	95	95	544
304, 53	2	304	1, 1	1	0.638497652582	1.0	107	107	532
304, 62	2	304	1, 0	1	0.679186228482	0.990610328638	97	91	542
304, 93	2	304	1, 0	1	0.671361502347	0.990610328638	92	86	547
304, 98	2	304	1, 0	1	0.669796557121	0.990610328638	91	85	548
314, 110	2	314	1, 1	1	0.638497652582	1.0	100	100	539
314, 115	2	314	1, 1	1	0.638497652582	0.992175273865	96	91	543
314, 134	2	314	1, 0	1	0.69014084507	1.0	87	87	552
314, 153	2	314	1, 0	1	0.677621283255	1.0	79	79	560
314, 176	2	314	1, 0	1	0.682316118936	1.0	82	82	557
314, 178	2	314	1, 0	1	0.682316118936	1.0	82	82	557
314, 183	2	314	1, 0	1	0.671361502347	0.992175273865	85	80	554
314, 198	2	314	1, 0	1	0.680751173709	0.992175273865	91	86	548
314, 224	2	314	1, 1	1	0.638497652582	0.993740219092	101	97	538
314, 239	2	314	1, 1	1	0.638497652582	0.992175273865	100	95	539
314, 24	2	314	1, 0	1	0.672926447574	0.993740219092	84	80	555
314, 251	2	314	1, 0	1	0.671361502347	0.990610328638	87	81	552
314, 258	2	314	1, 0	1	0.668231611894	0.992175273865	83	78	556
314, 26	2	314	1, 1	1	0.638497652582	0.992175273865	101	96	538
314, 260	2	314	1, 0	1	0.671361502347	0.995305164319	81	78	558
314, 280	2	314	1, 0	1	0.668231611894	0.992175273865	83	78	556
314, 281	2	314	1, 1	1	0.638497652582	1.0	101	101	538
314, 29	2	314	1, 1	1	0.638497652582	1.0	105	105	534
314, 298	2	314	1, 1	1	0.638497652582	0.990610328638	103	97	536
314, 304	2	314	1, 1	1	0.638497652582	1.0	112	112	527
314, 333	2	314	1, 1	1	0.638497652582	1.0	115	115	524
314, 339	2	314	1, 1	1	0.638497652582	0.993740219092	102	98	537
314, 346	2	314	1, 0	1	0.674491392801	0.992175273865	87	82	552
314, 362	2	314	1, 1	1	0.638497652582	0.990610328638	101	95	538
314, 372	2	314	1, 0	1	0.677621283255	1.0	79	79	560
314, 374	2	314	1, 0	1	0.674491392801	0.995305164319	83	80	556
314, 375	2	314	1, 1	1	0.638497652582	0.992175273865	102	97	537
314, 51	2	314	1, 0	1	0.694835680751	1.0	90	90	549
314, 53	2	314	1, 1	1	0.638497652582	1.0	101	101	538
314, 62	2	314	1, 0	1	0.679186228482	0.990610328638	92	86	547
333, 110	2	333	1, 1	1	0.638497652582	1.0	107	107	532
333, 115	2	333	1, 1	1	0.638497652582	0.992175273865	104	99	535
333, 134	2	333	1, 0	1	0.69014084507	1.0	94	94	545
333, 153	2	333	1, 0	1	0.677621283255	1.0	86	86	553
333, 176	2	333	1, 0	1	0.682316118936	1.0	89	89	550
333, 178	2	333	1, 0	1	0.682316118936	1.0	89	89	550
333, 198	2	333	1, 0	1	0.680751173709	0.992175273865	98	93	541
333, 224	2	333	1, 1	1	0.638497652582	0.993740219092	80	76	559
333, 239	2	333	1, 1	1	0.638497652582	0.992175273865	101	96	538
333, 26	2	333	1, 1	1	0.638497652582	0.992175273865	101	96	538
333, 281	2	333	1, 1	1	0.638497652582	1.0	108	108	531
333, 29	2	333	1, 1	1	0.638497652582	1.0	112	112	527
333, 298	2	333	1, 1	1	0.638497652582	0.990610328638	80	74	559
333, 304	2	333	1, 1	1	0.638497652582	1.0	119	119	520
333, 314	2	333	1, 1	1	0.638497652582	1.0	115	115	524
333, 339	2	333	1, 1	1	0.638497652582	0.993740219092	80	76	559
333, 346	2	333	1, 0	1	0.674491392801	0.992175273865	94	89	545
333, 362	2	333	1, 1	1	0.638497652582	0.990610328638	85	79	554
333, 372	2	333	1, 0	1	0.677621283255	1.0	86	86	553
333, 374	2	333	1, 0	1	0.674491392801	0.995305164319	90	87	549
333, 375	2	333	1, 1	1	0.638497652582	0.992175273865	104	99	535
333, 51	2	333	1, 0	1	0.694835680751	1.0	97	97	542
333, 53	2	333	1, 1	1	0.638497652582	1.0	108	108	531
333, 62	2	333	1, 0	1	0.679186228482	0.990610328638	99	93	540
339, 110	2	339	1, 1	1	0.638497652582	0.993740219092	90	86	549
339, 134	2	339	1, 0	1	0.69014084507	0.993740219092	81	77	558
339, 153	2	339	1, 0	1	0.677621283255	0.993740219092	73	69	566
339, 176	2	339	1, 0	1	0.680751173709	0.993740219092	75	71	564
339, 178	2	339	1, 0	1	0.682316118936	0.993740219092	76	72	563
339, 281	2	339	1, 1	1	0.638497652582	0.993740219092	95	91	544
339, 29	2	339	1, 1	1	0.638497652582	0.993740219092	91	87	548
339, 304	2	339	1, 1	1	0.638497652582	0.993740219092	107	103	532
339, 314	2	339	1, 1	1	0.638497652582	0.993740219092	102	98	537
339, 333	2	339	1, 1	1	0.638497652582	0.993740219092	80	76	559
339, 372	2	339	1, 0	1	0.677621283255	0.993740219092	73	69	566
339, 51	2	339	1, 0	1	0.694835680751	0.993740219092	84	80	555
339, 53	2	339	1, 1	1	0.638497652582	0.993740219092	91	87	548
346, 110	2	346	0, 1	1	0.674491392801	0.992175273865	76	71	563
346, 134	2	346	0, 0	1	0.699530516432	0.992175273865	49	44	590
346, 153	2	346	0, 0	1	0.713615023474	0.992175273865	58	53	581
346, 176	2	346	0, 0	1	0.715179968701	0.992175273865	59	54	580
346, 178	2	346	0, 0	1	0.713615023474	0.992175273865	58	53	581
346, 281	2	346	0, 1	1	0.674491392801	0.992175273865	80	75	559
346, 29	2	346	0, 1	1	0.674491392801	0.992175273865	85	80	554
346, 304	2	346	0, 1	1	0.674491392801	0.992175273865	92	87	547
346, 314	2	346	0, 1	1	0.674491392801	0.992175273865	87	82	552
346, 333	2	346	0, 1	1	0.674491392801	0.992175273865	94	89	545
346, 372	2	346	0, 0	1	0.713615023474	0.992175273865	58	53	581
346, 51	2	346	0, 0	1	0.724569640063	0.992175273865	65	60	574
346, 53	2	346	0, 1	1	0.674491392801	0.992175273865	81	76	558
362, 110	2	362	1, 1	1	0.638497652582	0.990610328638	99	93	540
362, 134	2	362	1, 0	1	0.69014084507	0.990610328638	86	80	553
362, 153	2	362	1, 0	1	0.677621283255	0.990610328638	78	72	561
362, 176	2	362	1, 0	1	0.679186228482	0.990610328638	79	73	560
362, 178	2	362	1, 0	1	0.682316118936	0.990610328638	81	75	558
362, 281	2	362	1, 1	1	0.638497652582	0.990610328638	100	94	539
362, 29	2	362	1, 1	1	0.638497652582	0.990610328638	96	90	543
362, 304	2	362	1, 1	1	0.638497652582	0.990610328638	106	100	533
362, 314	2	362	1, 1	1	0.638497652582	0.990610328638	101	95	538
362, 333	2	362	1, 1	1	0.638497652582	0.990610328638	85	79	554
362, 372	2	362	1, 0	1	0.677621283255	0.990610328638	78	72	561
362, 51	2	362	1, 0	1	0.694835680751	0.990610328638	89	83	550
362, 53	2	362	1, 1	1	0.638497652582	0.990610328638	101	95	538
372, 110	2	372	0, 1	1	0.677621283255	1.0	71	71	568
372, 115	2	372	0, 1	1	0.677621283255	0.992175273865	75	70	564
372, 126	2	372	0, 1	1	0.677621283255	0.996870109546	81	79	558
372, 134	2	372	0, 0	1	0.729264475743	1.0	58	58	581
372, 141	2	372	0, 1	1	0.677621283255	0.992175273865	92	87	547
372, 153	2	372	0, 0	1	0.716744913928	1.0	50	50	589
372, 176	2	372	0, 0	1	0.721439749609	1.0	53	53	586
372, 178	2	372	0, 0	1	0.721439749609	1.0	53	53	586
372, 198	2	372	0, 0	1	0.719874804382	0.992175273865	62	57	577
372, 224	2	372	0, 1	1	0.677621283255	0.995305164319	71	68	568
372, 225	2	372	0, 1	1	0.677621283255	0.993740219092	72	68	567
372, 239	2	372	0, 1	1	0.677621283255	0.992175273865	71	66	568
372, 250	2	372	0, 1	1	0.677621283255	0.990610328638	76	70	563
372, 26	2	372	0, 1	1	0.677621283255	0.995305164319	70	67	569
372, 266	2	372	0, 1	1	0.677621283255	0.993740219092	70	66	569
372, 281	2	372	0, 1	1	0.677621283255	1.0	72	72	567
372, 285	2	372	0, 1	1	0.677621283255	0.995305164319	71	68	568
372, 29	2	372	0, 1	1	0.677621283255	1.0	77	77	562
372, 292	2	372	0, 1	1	0.677621283255	0.995305164319	72	69	567
372, 298	2	372	0, 1	1	0.677621283255	0.993740219092	76	72	563
372, 304	2	372	0, 1	1	0.677621283255	1.0	84	84	555
372, 314	2	372	0, 1	1	0.677621283255	1.0	79	79	560
372, 333	2	372	0, 1	1	0.677621283255	1.0	86	86	553
372, 339	2	372	0, 1	1	0.677621283255	0.993740219092	73	69	566
372, 346	2	372	0, 0	1	0.713615023474	0.992175273865	58	53	581
372, 348	2	372	0, 1	1	0.677621283255	0.996870109546	73	71	566
372, 362	2	372	0, 1	1	0.677621283255	0.990610328638	78	72	561
372, 367	2	372	0, 1	1	0.677621283255	0.993740219092	73	69	566
372, 374	2	372	0, 0	1	0.713615023474	0.995305164319	54	51	585
372, 375	2	372	0, 1	1	0.677621283255	0.992175273865	73	68	566
372, 41	2	372	0, 1	1	0.677621283255	0.993740219092	84	80	555
372, 51	2	372	0, 0	1	0.733959311424	1.0	61	61	578
372, 53	2	372	0, 1	1	0.677621283255	1.0	73	73	566
372, 62	2	372	0, 0	1	0.715179968701	0.990610328638	61	55	578
374, 110	2	374	0, 1	1	0.674491392801	0.995305164319	74	71	565
374, 134	2	374	0, 0	1	0.723004694836	0.995305164319	60	57	579
374, 153	2	374	0, 0	1	0.712050078247	0.995305164319	53	50	586
374, 176	2	374	0, 0	1	0.718309859155	0.995305164319	57	54	582
374, 178	2	374	0, 0	1	0.718309859155	0.995305164319	57	54	582
374, 281	2	374	0, 1	1	0.674491392801	0.995305164319	76	73	563
374, 29	2	374	0, 1	1	0.674491392801	0.995305164319	81	78	558
374, 304	2	374	0, 1	1	0.674491392801	0.995305164319	86	83	553
374, 314	2	374	0, 1	1	0.674491392801	0.995305164319	83	80	556
374, 333	2	374	0, 1	1	0.674491392801	0.995305164319	90	87	549
374, 372	2	374	0, 0	1	0.713615023474	0.995305164319	54	51	585
374, 51	2	374	0, 0	1	0.699530516432	0.995305164319	45	42	594
374, 53	2	374	0, 1	1	0.674491392801	0.995305164319	77	74	562
375, 110	2	375	1, 1	1	0.638497652582	0.992175273865	90	85	549
375, 134	2	375	1, 0	1	0.69014084507	0.992175273865	81	76	558
375, 153	2	375	1, 0	1	0.677621283255	0.992175273865	73	68	566
375, 176	2	375	1, 0	1	0.682316118936	0.992175273865	76	71	563
375, 178	2	375	1, 0	1	0.682316118936	0.992175273865	76	71	563
375, 281	2	375	1, 1	1	0.638497652582	0.992175273865	94	89	545
375, 29	2	375	1, 1	1	0.638497652582	0.992175273865	73	68	566
375, 304	2	375	1, 1	1	0.638497652582	0.992175273865	107	102	532
375, 314	2	375	1, 1	1	0.638497652582	0.992175273865	102	97	537
375, 333	2	375	1, 1	1	0.638497652582	0.992175273865	104	99	535
375, 372	2	375	1, 0	1	0.677621283255	0.992175273865	73	68	566
375, 51	2	375	1, 0	1	0.694835680751	0.992175273865	84	79	555
375, 53	2	375	1, 1	1	0.638497652582	0.992175273865	91	86	548
