prefix	length	first	prediction	default	accuracy	upper_bound	num_captured	num_captured_correct	num_not_captured
304, 19, 110, 125	4	304	1, 1, 1, 0	0	0.904538341158	1.0	187	187	452
304, 19, 110, 134	4	304	1, 1, 1, 0	0	0.91392801252	1.0	193	193	446
304, 19, 110, 135	4	304	1, 1, 1, 0	0	0.901408450704	1.0	185	185	454
304, 19, 110, 153	4	304	1, 1, 1, 0	0	0.901408450704	1.0	185	185	454
304, 19, 110, 158	4	304	1, 1, 1, 0	0	0.901408450704	1.0	185	185	454
304, 19, 110, 166	4	304	1, 1, 1, 0	0	0.912363067293	1.0	192	192	447
304, 19, 110, 176	4	304	1, 1, 1, 0	0	0.906103286385	1.0	188	188	451
304, 19, 110, 178	4	304	1, 1, 1, 0	0	0.906103286385	1.0	188	188	451
304, 19, 110, 190	4	304	1, 1, 1, 0	0	0.904538341158	1.0	187	187	452
304, 19, 110, 198	4	304	1, 1, 1, 0	0	0.912363067293	1.0	192	192	447
304, 19, 110, 216	4	304	1, 1, 1, 0	0	0.923317683881	1.0	199	199	440
304, 19, 110, 23	4	304	1, 1, 1, 0	0	0.940532081377	1.0	210	210	429
304, 19, 110, 242	4	304	1, 1, 1, 0	0	0.904538341158	1.0	187	187	452
304, 19, 110, 256	4	304	1, 1, 1, 0	0	0.899843505477	1.0	184	184	455
304, 19, 110, 281	4	304	1, 1, 1, 1	0	0.934272300469	1.0	206	206	433
304, 19, 110, 29	4	304	1, 1, 1, 1	0	0.942097026604	1.0	211	211	428
304, 19, 110, 313	4	304	1, 1, 1, 0	0	0.91392801252	1.0	193	193	446
304, 19, 110, 314	4	304	1, 1, 1, 1	0	0.943661971831	1.0	212	212	427
304, 19, 110, 325	4	304	1, 1, 1, 0	0	0.935837245696	1.0	207	207	432
304, 19, 110, 346	4	304	1, 1, 1, 0	0	0.906103286385	1.0	188	188	451
304, 19, 110, 353	4	304	1, 1, 1, 0	0	0.902973395931	1.0	186	186	453
304, 19, 110, 371	4	304	1, 1, 1, 0	0	0.917057902973	1.0	195	195	444
304, 19, 110, 372	4	304	1, 1, 1, 0	0	0.901408450704	1.0	185	185	454
304, 19, 110, 373	4	304	1, 1, 1, 0	0	0.901408450704	1.0	185	185	454
304, 19, 110, 374	4	304	1, 1, 1, 0	0	0.902973395931	1.0	186	186	453
304, 19, 110, 53	4	304	1, 1, 1, 1	0	0.935837245696	1.0	207	207	432
304, 19, 110, 65	4	304	1, 1, 1, 0	0	0.906103286385	1.0	188	188	451
304, 19, 110, 71	4	304	1, 1, 1, 0	0	0.906103286385	1.0	188	188	451
304, 19, 110, 83	4	304	1, 1, 1, 0	0	0.912363067293	1.0	192	192	447
304, 19, 153, 134	4	304	1, 1, 0, 0	0	0.81220657277	1.0	173	173	466
304, 19, 153, 176	4	304	1, 1, 0, 0	0	0.804381846635	1.0	168	168	471
304, 19, 153, 178	4	304	1, 1, 0, 0	0	0.804381846635	1.0	168	168	471
304, 19, 153, 371	4	304	1, 1, 0, 0	0	0.815336463224	1.0	175	175	464
304, 19, 153, 372	4	304	1, 1, 0, 0	0	0.799687010955	1.0	165	165	474
304, 19, 153, 55	4	304	1, 1, 0, 1	0	0.807511737089	1.0	170	170	469
304, 19, 178, 176	4	304	1, 1, 0, 0	0	0.809076682316	1.0	171	171	468
304, 19, 178, 371	4	304	1, 1, 0, 0	0	0.805946791862	1.0	169	169	470
304, 19, 178, 372	4	304	1, 1, 0, 0	0	0.804381846635	1.0	168	168	471
304, 19, 281, 0	4	304	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
304, 19, 281, 106	4	304	1, 1, 1, 0	0	0.910798122066	1.0	190	190	449
304, 19, 281, 107	4	304	1, 1, 1, 0	0	0.920187793427	1.0	196	196	443
304, 19, 281, 123	4	304	1, 1, 1, 0	0	0.928012519562	1.0	201	201	438
304, 19, 281, 134	4	304	1, 1, 1, 0	0	0.917057902973	1.0	194	194	445
304, 19, 281, 151	4	304	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
304, 19, 281, 153	4	304	1, 1, 1, 0	0	0.904538341158	1.0	186	186	453
304, 19, 281, 173	4	304	1, 1, 1, 0	0	0.907668231612	1.0	188	188	451
304, 19, 281, 176	4	304	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
304, 19, 281, 178	4	304	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
304, 19, 281, 193	4	304	1, 1, 1, 0	0	0.902973395931	1.0	185	185	454
304, 19, 281, 197	4	304	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
304, 19, 281, 206	4	304	1, 1, 1, 0	0	0.91392801252	1.0	192	192	447
304, 19, 281, 212	4	304	1, 1, 1, 0	0	0.910798122066	1.0	190	190	449
304, 19, 281, 231	4	304	1, 1, 1, 0	0	0.907668231612	1.0	188	188	451
304, 19, 281, 248	4	304	1, 1, 1, 0	0	0.912363067293	1.0	191	191	448
304, 19, 281, 263	4	304	1, 1, 1, 0	0	0.937402190923	1.0	207	207	432
304, 19, 281, 269	4	304	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
304, 19, 281, 270	4	304	1, 1, 1, 0	0	0.906103286385	1.0	187	187	452
304, 19, 281, 300	4	304	1, 1, 1, 0	0	0.915492957746	1.0	193	193	446
304, 19, 281, 320	4	304	1, 1, 1, 0	0	0.904538341158	1.0	186	186	453
304, 19, 281, 326	4	304	1, 1, 1, 0	0	0.904538341158	1.0	186	186	453
304, 19, 281, 371	4	304	1, 1, 1, 0	0	0.920187793427	1.0	196	196	443
304, 19, 281, 372	4	304	1, 1, 1, 0	0	0.904538341158	1.0	186	186	453
304, 19, 281, 38	4	304	1, 1, 1, 0	0	0.906103286385	1.0	187	187	452
304, 19, 281, 59	4	304	1, 1, 1, 0	0	0.942097026604	1.0	210	210	429
304, 19, 281, 62	4	304	1, 1, 1, 0	0	0.915492957746	1.0	193	193	446
304, 19, 281, 98	4	304	1, 1, 1, 0	0	0.906103286385	1.0	187	187	452
304, 19, 29, 134	4	304	1, 1, 1, 0	0	0.932707355243	1.0	199	199	440
304, 19, 29, 153	4	304	1, 1, 1, 0	0	0.920187793427	1.0	191	191	448
304, 19, 29, 176	4	304	1, 1, 1, 0	0	0.924882629108	1.0	194	194	445
304, 19, 29, 178	4	304	1, 1, 1, 0	0	0.924882629108	1.0	194	194	445
304, 19, 29, 281	4	304	1, 1, 1, 1	0	0.951486697966	1.0	211	211	428
304, 19, 29, 371	4	304	1, 1, 1, 0	0	0.935837245696	1.0	201	201	438
304, 19, 29, 372	4	304	1, 1, 1, 0	0	0.920187793427	1.0	191	191	448
304, 19, 29, 53	4	304	1, 1, 1, 1	0	0.954616588419	1.0	213	213	426
304, 19, 314, 134	4	304	1, 1, 1, 0	0	0.935837245696	1.0	200	200	439
304, 19, 314, 153	4	304	1, 1, 1, 0	0	0.923317683881	1.0	192	192	447
304, 19, 314, 176	4	304	1, 1, 1, 0	0	0.928012519562	1.0	195	195	444
304, 19, 314, 178	4	304	1, 1, 1, 0	0	0.928012519562	1.0	195	195	444
304, 19, 314, 280	4	304	1, 1, 1, 0	0	0.921752738654	1.0	191	191	448
304, 19, 314, 281	4	304	1, 1, 1, 1	0	0.956181533646	1.0	213	213	426
304, 19, 314, 29	4	304	1, 1, 1, 1	0	0.962441314554	1.0	217	217	422
304, 19, 314, 31	4	304	1, 1, 1, 0	0	0.951486697966	1.0	210	210	429
304, 19, 314, 371	4	304	1, 1, 1, 0	0	0.93896713615	1.0	202	202	437
304, 19, 314, 372	4	304	1, 1, 1, 0	0	0.923317683881	1.0	192	192	447
304, 19, 314, 53	4	304	1, 1, 1, 1	0	0.957746478873	1.0	214	214	425
304, 19, 371, 176	4	304	1, 1, 0, 0	0	0.816901408451	1.0	176	176	463
304, 19, 51, 134	4	304	1, 1, 0, 0	0	0.829420970266	1.0	184	184	455
304, 19, 51, 153	4	304	1, 1, 0, 0	0	0.816901408451	1.0	176	176	463
304, 19, 51, 176	4	304	1, 1, 0, 0	0	0.821596244131	1.0	179	179	460
304, 19, 51, 178	4	304	1, 1, 0, 0	0	0.821596244131	1.0	179	179	460
304, 19, 51, 281	4	304	1, 1, 0, 1	0	0.849765258216	1.0	197	197	442
304, 19, 51, 29	4	304	1, 1, 0, 1	0	0.857589984351	1.0	202	202	437
304, 19, 51, 314	4	304	1, 1, 0, 1	0	0.859154929577	1.0	203	203	436
304, 19, 51, 371	4	304	1, 1, 0, 0	0	0.813771517997	1.0	174	174	465
304, 19, 51, 372	4	304	1, 1, 0, 0	0	0.816901408451	1.0	176	176	463
304, 19, 51, 53	4	304	1, 1, 0, 1	0	0.85289514867	1.0	199	199	440
304, 19, 53, 134	4	304	1, 1, 1, 0	0	0.923317683881	1.0	196	196	443
304, 19, 53, 153	4	304	1, 1, 1, 0	0	0.910798122066	1.0	188	188	451
304, 19, 53, 176	4	304	1, 1, 1, 0	0	0.915492957746	1.0	191	191	448
304, 19, 53, 178	4	304	1, 1, 1, 0	0	0.915492957746	1.0	191	191	448
304, 19, 53, 281	4	304	1, 1, 1, 1	0	0.942097026604	1.0	208	208	431
304, 19, 53, 371	4	304	1, 1, 1, 0	0	0.926447574335	1.0	198	198	441
304, 19, 53, 372	4	304	1, 1, 1, 0	0	0.910798122066	1.0	188	188	451
304, 281, 106, 134	4	304	1, 1, 0, 0	0	0.757433489828	1.0	147	147	492
304, 281, 106, 153	4	304	1, 1, 0, 0	0	0.776212832551	1.0	159	159	480
304, 281, 106, 176	4	304	1, 1, 0, 0	0	0.782472613459	1.0	163	163	476
304, 281, 106, 178	4	304	1, 1, 0, 0	0	0.782472613459	1.0	163	163	476
304, 281, 106, 193	4	304	1, 1, 0, 0	0	0.754303599374	1.0	145	145	494
304, 281, 106, 197	4	304	1, 1, 0, 0	0	0.782472613459	1.0	163	163	476
304, 281, 106, 212	4	304	1, 1, 0, 0	0	0.757433489828	1.0	147	147	492
304, 281, 106, 263	4	304	1, 1, 0, 0	0	0.765258215962	1.0	152	152	487
304, 281, 106, 269	4	304	1, 1, 0, 0	0	0.758998435055	1.0	148	148	491
304, 281, 106, 320	4	304	1, 1, 0, 0	0	0.755868544601	1.0	146	146	493
304, 281, 106, 372	4	304	1, 1, 0, 0	0	0.777777777778	1.0	160	160	479
304, 281, 106, 98	4	304	1, 1, 0, 0	0	0.776212832551	1.0	159	159	480
304, 281, 110, 100	4	304	1, 1, 1, 0	0	0.885758998435	1.0	183	183	456
304, 281, 110, 106	4	304	1, 1, 1, 0	0	0.882629107981	1.0	181	181	458
304, 281, 110, 121	4	304	1, 1, 1, 0	0	0.884194053208	1.0	182	182	457
304, 281, 110, 125	4	304	1, 1, 1, 0	0	0.879499217527	1.0	179	179	460
304, 281, 110, 134	4	304	1, 1, 1, 0	0	0.888888888889	1.0	185	185	454
304, 281, 110, 153	4	304	1, 1, 1, 0	0	0.876369327074	1.0	177	177	462
304, 281, 110, 157	4	304	1, 1, 1, 0	0	0.874804381847	1.0	176	176	463
304, 281, 110, 176	4	304	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
304, 281, 110, 178	4	304	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
304, 281, 110, 193	4	304	1, 1, 1, 0	0	0.874804381847	1.0	176	176	463
304, 281, 110, 197	4	304	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
304, 281, 110, 212	4	304	1, 1, 1, 0	0	0.882629107981	1.0	181	181	458
304, 281, 110, 234	4	304	1, 1, 1, 0	0	0.895148669797	1.0	189	189	450
304, 281, 110, 263	4	304	1, 1, 1, 0	0	0.909233176839	1.0	198	198	441
304, 281, 110, 269	4	304	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
304, 281, 110, 289	4	304	1, 1, 1, 0	0	0.888888888889	1.0	185	185	454
304, 281, 110, 303	4	304	1, 1, 1, 0	0	0.888888888889	1.0	185	185	454
304, 281, 110, 313	4	304	1, 1, 1, 0	0	0.888888888889	1.0	185	185	454
304, 281, 110, 320	4	304	1, 1, 1, 0	0	0.876369327074	1.0	177	177	462
304, 281, 110, 325	4	304	1, 1, 1, 0	0	0.910798122066	1.0	199	199	440
304, 281, 110, 353	4	304	1, 1, 1, 0	0	0.8779342723	1.0	178	178	461
304, 281, 110, 372	4	304	1, 1, 1, 0	0	0.876369327074	1.0	177	177	462
304, 281, 110, 374	4	304	1, 1, 1, 0	0	0.8779342723	1.0	178	178	461
304, 281, 110, 53	4	304	1, 1, 1, 1	0	0.909233176839	1.0	198	198	441
304, 281, 110, 65	4	304	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
304, 281, 110, 93	4	304	1, 1, 1, 0	0	0.879499217527	1.0	179	179	460
304, 281, 110, 98	4	304	1, 1, 1, 0	0	0.8779342723	1.0	178	178	461
304, 281, 153, 134	4	304	1, 1, 0, 0	0	0.784037558685	1.0	164	164	475
304, 281, 153, 176	4	304	1, 1, 0, 0	0	0.776212832551	1.0	159	159	480
304, 281, 153, 178	4	304	1, 1, 0, 0	0	0.776212832551	1.0	159	159	480
304, 281, 153, 193	4	304	1, 1, 0, 0	0	0.769953051643	1.0	155	155	484
304, 281, 153, 197	4	304	1, 1, 0, 0	0	0.763693270736	1.0	151	151	488
304, 281, 153, 212	4	304	1, 1, 0, 0	0	0.776212832551	1.0	159	159	480
304, 281, 153, 263	4	304	1, 1, 0, 0	0	0.802816901408	1.0	176	176	463
304, 281, 153, 320	4	304	1, 1, 0, 0	0	0.77151799687	1.0	156	156	483
304, 281, 153, 372	4	304	1, 1, 0, 0	0	0.77151799687	1.0	156	156	483
304, 281, 153, 55	4	304	1, 1, 0, 1	0	0.765258215962	1.0	152	152	487
304, 281, 153, 98	4	304	1, 1, 0, 0	0	0.773082942097	1.0	157	157	482
304, 281, 176, 98	4	304	1, 1, 0, 0	0	0.777777777778	1.0	160	160	479
304, 281, 178, 134	4	304	1, 1, 0, 0	0	0.788732394366	1.0	167	167	472
304, 281, 178, 176	4	304	1, 1, 0, 0	0	0.780907668232	1.0	162	162	477
304, 281, 178, 193	4	304	1, 1, 0, 0	0	0.77151799687	1.0	156	156	483
304, 281, 178, 197	4	304	1, 1, 0, 0	0	0.765258215962	1.0	152	152	487
304, 281, 178, 212	4	304	1, 1, 0, 0	0	0.782472613459	1.0	163	163	476
304, 281, 178, 320	4	304	1, 1, 0, 0	0	0.774647887324	1.0	158	158	481
304, 281, 178, 372	4	304	1, 1, 0, 0	0	0.776212832551	1.0	159	159	480
304, 281, 178, 98	4	304	1, 1, 0, 0	0	0.763693270736	1.0	151	151	488
304, 281, 193, 134	4	304	1, 1, 0, 0	0	0.752738654147	1.0	144	144	495
304, 281, 193, 176	4	304	1, 1, 0, 0	0	0.774647887324	1.0	158	158	481
304, 281, 193, 197	4	304	1, 1, 0, 0	0	0.774647887324	1.0	158	158	481
304, 281, 193, 212	4	304	1, 1, 0, 0	0	0.760563380282	1.0	149	149	490
304, 281, 193, 263	4	304	1, 1, 0, 0	0	0.765258215962	1.0	152	152	487
304, 281, 193, 320	4	304	1, 1, 0, 0	0	0.754303599374	1.0	145	145	494
304, 281, 193, 372	4	304	1, 1, 0, 0	0	0.768388106416	1.0	154	154	485
304, 281, 193, 98	4	304	1, 1, 0, 0	0	0.766823161189	1.0	153	153	486
304, 281, 197, 176	4	304	1, 1, 0, 0	0	0.779342723005	1.0	161	161	478
304, 281, 197, 212	4	304	1, 1, 0, 0	0	0.782472613459	1.0	163	163	476
304, 281, 197, 320	4	304	1, 1, 0, 0	0	0.776212832551	1.0	159	159	480
304, 281, 197, 372	4	304	1, 1, 0, 0	0	0.776212832551	1.0	159	159	480
304, 281, 197, 55	4	304	1, 1, 0, 1	0	0.769953051643	1.0	155	155	484
304, 281, 197, 7	4	304	1, 1, 0, 1	0	0.748043818466	1.0	141	141	498
304, 281, 197, 98	4	304	1, 1, 0, 0	0	0.765258215962	1.0	152	152	487
304, 281, 212, 176	4	304	1, 1, 0, 0	0	0.782472613459	1.0	163	163	476
304, 281, 212, 263	4	304	1, 1, 0, 0	0	0.765258215962	1.0	152	152	487
304, 281, 212, 320	4	304	1, 1, 0, 0	0	0.754303599374	1.0	145	145	494
304, 281, 212, 372	4	304	1, 1, 0, 0	0	0.776212832551	1.0	159	159	480
304, 281, 212, 98	4	304	1, 1, 0, 0	0	0.774647887324	1.0	158	158	481
304, 281, 263, 176	4	304	1, 1, 0, 0	0	0.809076682316	1.0	180	180	459
304, 281, 263, 178	4	304	1, 1, 0, 0	0	0.805946791862	1.0	178	178	461
304, 281, 263, 197	4	304	1, 1, 0, 0	0	0.809076682316	1.0	180	180	459
304, 281, 263, 372	4	304	1, 1, 0, 0	0	0.801251956182	1.0	175	175	464
304, 281, 263, 98	4	304	1, 1, 0, 0	0	0.796557120501	1.0	172	172	467
304, 281, 269, 134	4	304	1, 1, 0, 0	0	0.758998435055	1.0	148	148	491
304, 281, 269, 153	4	304	1, 1, 0, 0	0	0.776212832551	1.0	159	159	480
304, 281, 269, 176	4	304	1, 1, 0, 0	0	0.780907668232	1.0	162	162	477
304, 281, 269, 178	4	304	1, 1, 0, 0	0	0.777777777778	1.0	160	160	479
304, 281, 269, 193	4	304	1, 1, 0, 0	0	0.75117370892	1.0	143	143	496
304, 281, 269, 197	4	304	1, 1, 0, 0	0	0.780907668232	1.0	162	162	477
304, 281, 269, 212	4	304	1, 1, 0, 0	0	0.757433489828	1.0	147	147	492
304, 281, 269, 263	4	304	1, 1, 0, 0	0	0.765258215962	1.0	152	152	487
304, 281, 269, 320	4	304	1, 1, 0, 0	0	0.752738654147	1.0	144	144	495
304, 281, 269, 372	4	304	1, 1, 0, 0	0	0.773082942097	1.0	157	157	482
304, 281, 269, 98	4	304	1, 1, 0, 0	0	0.769953051643	1.0	155	155	484
304, 281, 320, 176	4	304	1, 1, 0, 0	0	0.776212832551	1.0	159	159	480
304, 281, 320, 263	4	304	1, 1, 0, 0	0	0.765258215962	1.0	152	152	487
304, 281, 320, 98	4	304	1, 1, 0, 0	0	0.763693270736	1.0	151	151	488
304, 281, 51, 106	4	304	1, 1, 0, 0	0	0.79186228482	1.0	169	169	470
304, 281, 51, 134	4	304	1, 1, 0, 0	0	0.801251956182	1.0	175	175	464
304, 281, 51, 153	4	304	1, 1, 0, 0	0	0.788732394366	1.0	167	167	472
304, 281, 51, 176	4	304	1, 1, 0, 0	0	0.793427230047	1.0	170	170	469
304, 281, 51, 178	4	304	1, 1, 0, 0	0	0.793427230047	1.0	170	170	469
304, 281, 51, 193	4	304	1, 1, 0, 0	0	0.787167449139	1.0	166	166	473
304, 281, 51, 197	4	304	1, 1, 0, 0	0	0.779342723005	1.0	161	161	478
304, 281, 51, 212	4	304	1, 1, 0, 0	0	0.790297339593	1.0	168	168	471
304, 281, 51, 263	4	304	1, 1, 0, 0	0	0.816901408451	1.0	185	185	454
304, 281, 51, 269	4	304	1, 1, 0, 0	0	0.788732394366	1.0	167	167	472
304, 281, 51, 320	4	304	1, 1, 0, 0	0	0.785602503912	1.0	165	165	474
304, 281, 51, 372	4	304	1, 1, 0, 0	0	0.788732394366	1.0	167	167	472
304, 281, 51, 98	4	304	1, 1, 0, 0	0	0.769953051643	1.0	155	155	484
304, 29, 110, 100	4	304	1, 1, 1, 0	0	0.901408450704	1.0	188	188	451
304, 29, 110, 121	4	304	1, 1, 1, 0	0	0.899843505477	1.0	187	187	452
304, 29, 110, 125	4	304	1, 1, 1, 0	0	0.895148669797	1.0	184	184	455
304, 29, 110, 134	4	304	1, 1, 1, 0	0	0.904538341158	1.0	190	190	449
304, 29, 110, 153	4	304	1, 1, 1, 0	0	0.892018779343	1.0	182	182	457
304, 29, 110, 176	4	304	1, 1, 1, 0	0	0.896713615023	1.0	185	185	454
304, 29, 110, 178	4	304	1, 1, 1, 0	0	0.896713615023	1.0	185	185	454
304, 29, 110, 189	4	304	1, 1, 1, 0	0	0.865414710485	1.0	165	165	474
304, 29, 110, 281	4	304	1, 1, 1, 1	0	0.924882629108	1.0	203	203	436
304, 29, 110, 313	4	304	1, 1, 1, 0	0	0.904538341158	1.0	190	190	449
304, 29, 110, 325	4	304	1, 1, 1, 0	0	0.926447574335	1.0	204	204	435
304, 29, 110, 353	4	304	1, 1, 1, 0	0	0.89358372457	1.0	183	183	456
304, 29, 110, 372	4	304	1, 1, 1, 0	0	0.892018779343	1.0	182	182	457
304, 29, 110, 374	4	304	1, 1, 1, 0	0	0.89358372457	1.0	183	183	456
304, 29, 110, 53	4	304	1, 1, 1, 1	0	0.924882629108	1.0	203	203	436
304, 29, 110, 65	4	304	1, 1, 1, 0	0	0.896713615023	1.0	185	185	454
304, 29, 153, 178	4	304	1, 1, 0, 0	0	0.79186228482	1.0	164	164	475
304, 29, 153, 55	4	304	1, 1, 0, 1	0	0.794992175274	1.0	166	166	473
304, 29, 176, 153	4	304	1, 1, 0, 0	0	0.79186228482	1.0	164	164	475
304, 29, 176, 178	4	304	1, 1, 0, 0	0	0.796557120501	1.0	167	167	472
304, 29, 176, 372	4	304	1, 1, 0, 0	0	0.79186228482	1.0	164	164	475
304, 29, 281, 106	4	304	1, 1, 1, 0	0	0.89827856025	1.0	186	186	453
304, 29, 281, 134	4	304	1, 1, 1, 0	0	0.904538341158	1.0	190	190	449
304, 29, 281, 153	4	304	1, 1, 1, 0	0	0.892018779343	1.0	182	182	457
304, 29, 281, 176	4	304	1, 1, 1, 0	0	0.896713615023	1.0	185	185	454
304, 29, 281, 178	4	304	1, 1, 1, 0	0	0.896713615023	1.0	185	185	454
304, 29, 281, 193	4	304	1, 1, 1, 0	0	0.890453834116	1.0	181	181	458
304, 29, 281, 197	4	304	1, 1, 1, 0	0	0.896713615023	1.0	185	185	454
304, 29, 281, 212	4	304	1, 1, 1, 0	0	0.89827856025	1.0	186	186	453
304, 29, 281, 263	4	304	1, 1, 1, 0	0	0.924882629108	1.0	203	203	436
304, 29, 281, 269	4	304	1, 1, 1, 0	0	0.896713615023	1.0	185	185	454
304, 29, 281, 320	4	304	1, 1, 1, 0	0	0.892018779343	1.0	182	182	457
304, 29, 281, 372	4	304	1, 1, 1, 0	0	0.892018779343	1.0	182	182	457
304, 29, 281, 98	4	304	1, 1, 1, 0	0	0.89358372457	1.0	183	183	456
304, 29, 51, 134	4	304	1, 1, 0, 0	0	0.816901408451	1.0	180	180	459
304, 29, 51, 153	4	304	1, 1, 0, 0	0	0.804381846635	1.0	172	172	467
304, 29, 51, 176	4	304	1, 1, 0, 0	0	0.809076682316	1.0	175	175	464
304, 29, 51, 178	4	304	1, 1, 0, 0	0	0.809076682316	1.0	175	175	464
304, 29, 51, 281	4	304	1, 1, 0, 1	0	0.837245696401	1.0	193	193	446
304, 29, 51, 372	4	304	1, 1, 0, 0	0	0.804381846635	1.0	172	172	467
304, 29, 51, 53	4	304	1, 1, 0, 1	0	0.838810641628	1.0	194	194	445
304, 29, 53, 134	4	304	1, 1, 1, 0	0	0.907668231612	1.0	191	191	448
304, 29, 53, 153	4	304	1, 1, 1, 0	0	0.895148669797	1.0	183	183	456
304, 29, 53, 176	4	304	1, 1, 1, 0	0	0.899843505477	1.0	186	186	453
304, 29, 53, 178	4	304	1, 1, 1, 0	0	0.899843505477	1.0	186	186	453
304, 29, 53, 281	4	304	1, 1, 1, 1	0	0.926447574335	1.0	203	203	436
304, 29, 53, 372	4	304	1, 1, 1, 0	0	0.895148669797	1.0	183	183	456
304, 51, 153, 176	4	304	1, 0, 0, 0	1	0.777777777778	1.0	148	148	491
304, 51, 153, 55	4	304	1, 0, 0, 1	1	0.733959311424	1.0	150	150	489
304, 51, 176, 331	4	304	1, 0, 0, 1	1	0.738654147105	1.0	150	150	489
304, 51, 176, 372	4	304	1, 0, 0, 0	1	0.777777777778	1.0	148	148	491
304, 51, 178, 134	4	304	1, 0, 0, 0	1	0.790297339593	1.0	156	156	483
304, 51, 178, 153	4	304	1, 0, 0, 0	1	0.777777777778	1.0	148	148	491
304, 51, 178, 176	4	304	1, 0, 0, 0	1	0.782472613459	1.0	151	151	488
314, 110, 153, 134	4	314	1, 1, 0, 0	0	0.765258215962	1.0	158	158	481
314, 110, 153, 178	4	314	1, 1, 0, 0	0	0.757433489828	1.0	153	153	486
314, 110, 153, 372	4	314	1, 1, 0, 0	0	0.752738654147	1.0	150	150	489
314, 110, 153, 55	4	314	1, 1, 0, 1	0	0.777777777778	1.0	166	166	473
314, 110, 176, 134	4	314	1, 1, 0, 0	0	0.769953051643	1.0	161	161	478
314, 110, 176, 153	4	314	1, 1, 0, 0	0	0.757433489828	1.0	153	153	486
314, 110, 176, 178	4	314	1, 1, 0, 0	0	0.762128325509	1.0	156	156	483
314, 110, 176, 372	4	314	1, 1, 0, 0	0	0.757433489828	1.0	153	153	486
314, 110, 178, 372	4	314	1, 1, 0, 0	0	0.757433489828	1.0	153	153	486
314, 110, 51, 134	4	314	1, 1, 0, 0	0	0.782472613459	1.0	169	169	470
314, 110, 51, 153	4	314	1, 1, 0, 0	0	0.769953051643	1.0	161	161	478
314, 110, 51, 176	4	314	1, 1, 0, 0	0	0.774647887324	1.0	164	164	475
314, 110, 51, 178	4	314	1, 1, 0, 0	0	0.774647887324	1.0	164	164	475
314, 110, 51, 281	4	314	1, 1, 0, 1	0	0.804381846635	1.0	183	183	456
314, 110, 51, 29	4	314	1, 1, 0, 1	0	0.810641627543	1.0	187	187	452
314, 110, 51, 372	4	314	1, 1, 0, 0	0	0.769953051643	1.0	161	161	478
314, 110, 51, 53	4	314	1, 1, 0, 1	0	0.802816901408	1.0	182	182	457
314, 134, 110, 178	4	314	1, 0, 1, 0	0	0.769953051643	1.0	161	161	478
314, 134, 110, 372	4	314	1, 0, 1, 0	0	0.765258215962	1.0	158	158	481
314, 134, 178, 372	4	314	1, 0, 0, 0	1	0.773082942097	1.0	140	140	499
314, 134, 19, 153	4	314	1, 0, 1, 0	0	0.793427230047	1.0	167	167	472
314, 134, 19, 178	4	314	1, 0, 1, 0	0	0.798122065728	1.0	170	170	469
314, 134, 304, 372	4	314	1, 0, 1, 0	0	0.802816901408	1.0	170	170	469
314, 134, 333, 178	4	314	1, 0, 1, 0	0	0.816901408451	1.0	176	176	463
314, 134, 333, 372	4	314	1, 0, 1, 0	0	0.81220657277	1.0	173	173	466
314, 134, 53, 153	4	314	1, 0, 1, 0	0	0.768388106416	1.0	159	159	480
314, 134, 53, 176	4	314	1, 0, 1, 0	0	0.773082942097	1.0	162	162	477
314, 134, 53, 372	4	314	1, 0, 1, 0	0	0.768388106416	1.0	159	159	480
314, 176, 51, 153	4	314	1, 0, 0, 0	1	0.777777777778	1.0	143	143	496
314, 176, 51, 178	4	314	1, 0, 0, 0	1	0.782472613459	1.0	146	146	493
314, 176, 51, 3	4	314	1, 0, 0, 1	1	0.738654147105	1.0	162	162	477
314, 176, 51, 331	4	314	1, 0, 0, 1	1	0.738654147105	1.0	159	159	480
314, 19, 110, 134	4	314	1, 1, 1, 0	0	0.895148669797	1.0	187	187	452
314, 19, 110, 153	4	314	1, 1, 1, 0	0	0.882629107981	1.0	179	179	460
314, 19, 110, 176	4	314	1, 1, 1, 0	0	0.887323943662	1.0	182	182	457
314, 19, 110, 178	4	314	1, 1, 1, 0	0	0.887323943662	1.0	182	182	457
314, 19, 110, 190	4	314	1, 1, 1, 0	0	0.885758998435	1.0	181	181	458
314, 19, 110, 198	4	314	1, 1, 1, 0	0	0.89358372457	1.0	186	186	453
314, 19, 110, 23	4	314	1, 1, 1, 0	0	0.921752738654	1.0	204	204	435
314, 19, 110, 242	4	314	1, 1, 1, 0	0	0.885758998435	1.0	181	181	458
314, 19, 110, 280	4	314	1, 1, 1, 0	0	0.881064162754	1.0	178	178	461
314, 19, 110, 281	4	314	1, 1, 1, 1	0	0.915492957746	1.0	200	200	439
