prefix	length	first	prediction	default	accuracy	upper_bound	num_captured	num_captured_correct	num_not_captured
314, 29, 153	3	314	1, 1, 0	0	0.729264475743	1.0	130	130	509
314, 29, 176	3	314	1, 1, 0	0	0.733959311424	1.0	133	133	506
314, 29, 178	3	314	1, 1, 0	0	0.733959311424	1.0	133	133	506
314, 29, 281	3	314	1, 1, 1	0	0.762128325509	1.0	151	151	488
314, 29, 51	3	314	1, 1, 0	0	0.746478873239	1.0	141	141	498
314, 29, 53	3	314	1, 1, 1	0	0.762128325509	1.0	151	151	488
314, 304, 110	3	314	1, 1, 1	0	0.784037558685	1.0	158	158	481
314, 304, 153	3	314	1, 1, 0	0	0.75117370892	1.0	137	137	502
314, 304, 176	3	314	1, 1, 0	0	0.755868544601	1.0	140	140	499
314, 304, 178	3	314	1, 1, 0	0	0.755868544601	1.0	140	140	499
314, 304, 281	3	314	1, 1, 1	0	0.785602503912	1.0	159	159	480
314, 304, 29	3	314	1, 1, 1	0	0.79186228482	1.0	163	163	476
314, 304, 51	3	314	1, 1, 0	0	0.768388106416	1.0	148	148	491
314, 304, 53	3	314	1, 1, 1	0	0.785602503912	1.0	159	159	480
314, 53, 110	3	314	1, 1, 1	0	0.748043818466	1.0	146	146	493
314, 53, 153	3	314	1, 1, 0	0	0.716744913928	1.0	126	126	513
314, 53, 176	3	314	1, 1, 0	0	0.721439749609	1.0	129	129	510
314, 53, 178	3	314	1, 1, 0	0	0.721439749609	1.0	129	129	510
314, 53, 51	3	314	1, 1, 0	0	0.733959311424	1.0	137	137	502
333, 110, 153	3	333	1, 1, 0	0	0.735524256651	1.0	132	132	507
333, 110, 176	3	333	1, 1, 0	0	0.740219092332	1.0	135	135	504
333, 110, 178	3	333	1, 1, 0	0	0.740219092332	1.0	135	135	504
333, 110, 51	3	333	1, 1, 0	0	0.752738654147	1.0	143	143	496
333, 134, 178	3	333	1, 0, 0	1	0.733959311424	1.0	122	122	517
333, 134, 19	3	333	1, 0, 1	0	0.69014084507	1.0	149	149	490
333, 134, 29	3	333	1, 0, 1	1	0.69014084507	1.0	145	145	494
333, 134, 304	3	333	1, 0, 1	0	0.694835680751	1.0	152	152	487
333, 134, 53	3	333	1, 0, 1	1	0.69014084507	1.0	141	141	498
333, 19, 110	3	333	1, 1, 1	0	0.794992175274	1.0	161	161	478
333, 19, 153	3	333	1, 1, 0	0	0.763693270736	1.0	141	141	498
333, 19, 176	3	333	1, 1, 0	0	0.768388106416	1.0	144	144	495
333, 19, 178	3	333	1, 1, 0	0	0.768388106416	1.0	144	144	495
333, 19, 281	3	333	1, 1, 1	0	0.796557120501	1.0	162	162	477
333, 19, 29	3	333	1, 1, 1	0	0.802816901408	1.0	166	166	473
333, 19, 314	3	333	1, 1, 1	0	0.807511737089	1.0	169	169	470
333, 19, 51	3	333	1, 1, 0	0	0.780907668232	1.0	152	152	487
333, 19, 53	3	333	1, 1, 1	0	0.798122065728	1.0	163	163	476
333, 281, 110	3	333	1, 1, 1	0	0.77151799687	1.0	154	154	485
333, 281, 153	3	333	1, 1, 0	0	0.738654147105	1.0	133	133	506
333, 281, 176	3	333	1, 1, 0	0	0.743348982786	1.0	136	136	503
333, 281, 178	3	333	1, 1, 0	0	0.743348982786	1.0	136	136	503
333, 281, 51	3	333	1, 1, 0	0	0.755868544601	1.0	144	144	495
333, 29, 110	3	333	1, 1, 1	0	0.784037558685	1.0	158	158	481
333, 29, 153	3	333	1, 1, 0	0	0.75117370892	1.0	137	137	502
333, 29, 176	3	333	1, 1, 0	0	0.755868544601	1.0	140	140	499
333, 29, 178	3	333	1, 1, 0	0	0.755868544601	1.0	140	140	499
333, 29, 281	3	333	1, 1, 1	0	0.784037558685	1.0	158	158	481
333, 29, 51	3	333	1, 1, 0	0	0.768388106416	1.0	148	148	491
333, 29, 53	3	333	1, 1, 1	0	0.784037558685	1.0	158	158	481
333, 304, 110	3	333	1, 1, 1	0	0.805946791862	1.0	165	165	474
333, 304, 153	3	333	1, 1, 0	0	0.773082942097	1.0	144	144	495
333, 304, 176	3	333	1, 1, 0	0	0.777777777778	1.0	147	147	492
333, 304, 178	3	333	1, 1, 0	0	0.777777777778	1.0	147	147	492
333, 304, 19	3	333	1, 1, 1	0	0.820031298905	1.0	174	174	465
333, 304, 281	3	333	1, 1, 1	0	0.807511737089	1.0	166	166	473
333, 304, 29	3	333	1, 1, 1	0	0.813771517997	1.0	170	170	469
333, 304, 314	3	333	1, 1, 1	0	0.816901408451	1.0	172	172	467
333, 304, 51	3	333	1, 1, 0	0	0.790297339593	1.0	155	155	484
333, 304, 53	3	333	1, 1, 1	0	0.807511737089	1.0	166	166	473
333, 314, 110	3	333	1, 1, 1	0	0.793427230047	1.0	161	161	478
333, 314, 153	3	333	1, 1, 0	0	0.760563380282	1.0	140	140	499
333, 314, 176	3	333	1, 1, 0	0	0.765258215962	1.0	143	143	496
333, 314, 178	3	333	1, 1, 0	0	0.765258215962	1.0	143	143	496
333, 314, 281	3	333	1, 1, 1	0	0.794992175274	1.0	162	162	477
333, 314, 29	3	333	1, 1, 1	0	0.799687010955	1.0	165	165	474
333, 314, 51	3	333	1, 1, 0	0	0.777777777778	1.0	151	151	488
333, 314, 53	3	333	1, 1, 1	0	0.793427230047	1.0	161	161	478
333, 53, 110	3	333	1, 1, 1	0	0.769953051643	1.0	153	153	486
333, 53, 153	3	333	1, 1, 0	0	0.738654147105	1.0	133	133	506
333, 53, 176	3	333	1, 1, 0	0	0.743348982786	1.0	136	136	503
333, 53, 178	3	333	1, 1, 0	0	0.743348982786	1.0	136	136	503
333, 53, 281	3	333	1, 1, 1	0	0.77151799687	1.0	154	154	485
333, 53, 51	3	333	1, 1, 0	0	0.755868544601	1.0	144	144	495
372, 110, 153	3	372	0, 1, 0	1	0.716744913928	1.0	96	96	543
372, 110, 176	3	372	0, 1, 0	1	0.721439749609	1.0	99	99	540
372, 110, 178	3	372	0, 1, 0	1	0.721439749609	1.0	99	99	540
372, 110, 19	3	372	0, 1, 1	1	0.677621283255	1.0	126	126	513
372, 110, 281	3	372	0, 1, 1	1	0.677621283255	1.0	118	118	521
372, 110, 29	3	372	0, 1, 1	1	0.677621283255	1.0	123	123	516
372, 110, 314	3	372	0, 1, 1	1	0.677621283255	1.0	125	125	514
372, 110, 333	3	372	0, 1, 1	1	0.677621283255	1.0	132	132	507
372, 110, 51	3	372	0, 1, 0	1	0.733959311424	1.0	107	107	532
372, 110, 53	3	372	0, 1, 1	1	0.677621283255	1.0	118	118	521
372, 134, 110	3	372	0, 0, 1	1	0.729264475743	1.0	104	104	535
372, 134, 153	3	372	0, 0, 0	1	0.768388106416	1.0	83	83	556
372, 134, 176	3	372	0, 0, 0	1	0.773082942097	1.0	86	86	553
372, 134, 178	3	372	0, 0, 0	1	0.773082942097	1.0	86	86	553
372, 134, 19	3	372	0, 0, 1	1	0.729264475743	1.0	114	114	525
372, 134, 281	3	372	0, 0, 1	1	0.729264475743	1.0	105	105	534
372, 134, 29	3	372	0, 0, 1	1	0.729264475743	1.0	110	110	529
372, 134, 304	3	372	0, 0, 1	1	0.729264475743	1.0	117	117	522
372, 134, 314	3	372	0, 0, 1	1	0.729264475743	1.0	112	112	527
372, 134, 333	3	372	0, 0, 1	1	0.729264475743	1.0	119	119	520
372, 134, 51	3	372	0, 0, 0	1	0.785602503912	1.0	94	94	545
372, 134, 53	3	372	0, 0, 1	1	0.729264475743	1.0	106	106	533
372, 153, 176	3	372	0, 0, 0	1	0.760563380282	1.0	78	78	561
372, 153, 178	3	372	0, 0, 0	1	0.760563380282	1.0	78	78	561
372, 153, 281	3	372	0, 0, 1	1	0.716744913928	1.0	97	97	542
372, 153, 29	3	372	0, 0, 1	1	0.716744913928	1.0	102	102	537
372, 153, 51	3	372	0, 0, 0	1	0.773082942097	1.0	86	86	553
372, 153, 53	3	372	0, 0, 1	1	0.716744913928	1.0	98	98	541
372, 153, 55	3	372	0, 0, 1	1	0.716744913928	1.0	91	91	548
372, 176, 29	3	372	0, 0, 1	1	0.721439749609	1.0	105	105	534
372, 178, 176	3	372	0, 0, 0	1	0.765258215962	1.0	81	81	558
372, 178, 281	3	372	0, 0, 1	1	0.721439749609	1.0	100	100	539
372, 178, 29	3	372	0, 0, 1	1	0.721439749609	1.0	105	105	534
372, 178, 51	3	372	0, 0, 0	1	0.777777777778	1.0	89	89	550
372, 178, 53	3	372	0, 0, 1	1	0.721439749609	1.0	101	101	538
372, 19, 153	3	372	0, 1, 0	1	0.716744913928	1.0	106	106	533
372, 19, 176	3	372	0, 1, 0	1	0.721439749609	1.0	109	109	530
372, 19, 178	3	372	0, 1, 0	1	0.721439749609	1.0	109	109	530
372, 19, 281	3	372	0, 1, 1	1	0.677621283255	1.0	127	127	512
372, 19, 29	3	372	0, 1, 1	1	0.677621283255	1.0	132	132	507
372, 19, 51	3	372	0, 1, 0	1	0.733959311424	1.0	117	117	522
372, 19, 53	3	372	0, 1, 1	1	0.677621283255	1.0	129	129	510
372, 281, 176	3	372	0, 1, 0	1	0.721439749609	1.0	100	100	539
372, 281, 29	3	372	0, 1, 1	1	0.677621283255	1.0	123	123	516
372, 281, 53	3	372	0, 1, 1	1	0.677621283255	1.0	119	119	520
372, 304, 110	3	372	0, 1, 1	1	0.677621283255	1.0	130	130	509
372, 304, 153	3	372	0, 1, 0	1	0.716744913928	1.0	109	109	530
372, 304, 176	3	372	0, 1, 0	1	0.721439749609	1.0	112	112	527
372, 304, 178	3	372	0, 1, 0	1	0.721439749609	1.0	112	112	527
372, 304, 19	3	372	0, 1, 1	1	0.677621283255	1.0	140	140	499
372, 304, 281	3	372	0, 1, 1	1	0.677621283255	1.0	131	131	508
372, 304, 29	3	372	0, 1, 1	1	0.677621283255	1.0	136	136	503
372, 304, 314	3	372	0, 1, 1	1	0.677621283255	1.0	137	137	502
372, 304, 51	3	372	0, 1, 0	1	0.733959311424	1.0	120	120	519
372, 304, 53	3	372	0, 1, 1	1	0.677621283255	1.0	132	132	507
372, 314, 153	3	372	0, 1, 0	1	0.716744913928	1.0	104	104	535
372, 314, 176	3	372	0, 1, 0	1	0.721439749609	1.0	107	107	532
372, 314, 178	3	372	0, 1, 0	1	0.721439749609	1.0	107	107	532
372, 314, 19	3	372	0, 1, 1	1	0.677621283255	1.0	134	134	505
372, 314, 281	3	372	0, 1, 1	1	0.677621283255	1.0	126	126	513
372, 314, 29	3	372	0, 1, 1	1	0.677621283255	1.0	130	130	509
372, 314, 51	3	372	0, 1, 0	1	0.733959311424	1.0	115	115	524
372, 314, 53	3	372	0, 1, 1	1	0.677621283255	1.0	126	126	513
372, 333, 153	3	372	0, 1, 0	1	0.716744913928	1.0	111	111	528
372, 333, 176	3	372	0, 1, 0	1	0.721439749609	1.0	114	114	525
372, 333, 178	3	372	0, 1, 0	1	0.721439749609	1.0	114	114	525
372, 333, 19	3	372	0, 1, 1	0	0.677621283255	1.0	141	141	498
372, 333, 281	3	372	0, 1, 1	1	0.677621283255	1.0	133	133	506
372, 333, 29	3	372	0, 1, 1	1	0.677621283255	1.0	137	137	502
372, 333, 304	3	372	0, 1, 1	0	0.682316118936	1.0	144	144	495
372, 333, 314	3	372	0, 1, 1	1	0.677621283255	1.0	140	140	499
372, 333, 51	3	372	0, 1, 0	1	0.733959311424	1.0	122	122	517
372, 333, 53	3	372	0, 1, 1	1	0.677621283255	1.0	133	133	506
372, 51, 176	3	372	0, 0, 0	1	0.777777777778	1.0	89	89	550
372, 51, 281	3	372	0, 0, 1	1	0.733959311424	1.0	108	108	531
372, 51, 29	3	372	0, 0, 1	1	0.733959311424	1.0	113	113	526
372, 51, 53	3	372	0, 0, 1	1	0.733959311424	1.0	109	109	530
372, 53, 176	3	372	0, 1, 0	1	0.721439749609	1.0	101	101	538
372, 53, 29	3	372	0, 1, 1	1	0.677621283255	1.0	124	124	515
19, 110, 153, 134	4	19	1, 1, 0, 0	0	0.768388106416	1.0	159	159	480
19, 110, 153, 176	4	19	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
19, 110, 153, 190	4	19	1, 1, 0, 0	0	0.754303599374	1.0	150	150	489
19, 110, 153, 372	4	19	1, 1, 0, 0	0	0.755868544601	1.0	151	151	488
19, 110, 153, 55	4	19	1, 1, 0, 1	0	0.780907668232	1.0	167	167	472
19, 110, 176, 134	4	19	1, 1, 0, 0	0	0.773082942097	1.0	162	162	477
19, 110, 176, 190	4	19	1, 1, 0, 0	0	0.763693270736	1.0	156	156	483
19, 110, 176, 372	4	19	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
19, 110, 178, 134	4	19	1, 1, 0, 0	0	0.773082942097	1.0	162	162	477
19, 110, 178, 153	4	19	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
19, 110, 178, 176	4	19	1, 1, 0, 0	0	0.765258215962	1.0	157	157	482
19, 110, 178, 190	4	19	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
19, 110, 178, 23	4	19	1, 1, 0, 0	0	0.794992175274	1.0	176	176	463
19, 110, 178, 242	4	19	1, 1, 0, 0	0	0.752738654147	1.0	149	149	490
19, 110, 178, 372	4	19	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
19, 110, 178, 71	4	19	1, 1, 0, 0	0	0.762128325509	1.0	155	155	484
19, 110, 190, 201	4	19	1, 1, 0, 1	0	0.768388106416	1.0	159	159	480
19, 110, 190, 23	4	19	1, 1, 0, 0	0	0.755868544601	1.0	151	151	488
19, 110, 198, 134	4	19	1, 1, 0, 0	0	0.746478873239	1.0	145	145	494
19, 110, 198, 153	4	19	1, 1, 0, 0	0	0.762128325509	1.0	155	155	484
19, 110, 198, 176	4	19	1, 1, 0, 0	0	0.77151799687	1.0	161	161	478
19, 110, 198, 178	4	19	1, 1, 0, 0	0	0.77151799687	1.0	161	161	478
19, 110, 198, 190	4	19	1, 1, 0, 0	0	0.744913928013	1.0	144	144	495
19, 110, 198, 23	4	19	1, 1, 0, 0	0	0.755868544601	1.0	151	151	488
19, 110, 198, 242	4	19	1, 1, 0, 0	0	0.769953051643	1.0	160	160	479
19, 110, 198, 372	4	19	1, 1, 0, 0	0	0.766823161189	1.0	158	158	481
19, 110, 198, 71	4	19	1, 1, 0, 0	0	0.746478873239	1.0	145	145	494
19, 110, 23, 153	4	19	1, 1, 0, 0	0	0.790297339593	1.0	173	173	466
19, 110, 23, 176	4	19	1, 1, 0, 0	0	0.796557120501	1.0	177	177	462
19, 110, 23, 201	4	19	1, 1, 0, 1	0	0.804381846635	1.0	182	182	457
19, 110, 23, 242	4	19	1, 1, 0, 0	0	0.798122065728	1.0	178	178	461
19, 110, 23, 372	4	19	1, 1, 0, 0	0	0.794992175274	1.0	176	176	463
19, 110, 242, 134	4	19	1, 1, 0, 0	0	0.77151799687	1.0	161	161	478
19, 110, 242, 153	4	19	1, 1, 0, 0	0	0.744913928013	1.0	144	144	495
19, 110, 242, 176	4	19	1, 1, 0, 0	0	0.763693270736	1.0	156	156	483
19, 110, 242, 190	4	19	1, 1, 0, 0	0	0.762128325509	1.0	155	155	484
19, 110, 242, 342	4	19	1, 1, 0, 1	0	0.729264475743	1.0	134	134	505
19, 110, 242, 372	4	19	1, 1, 0, 0	0	0.758998435055	1.0	153	153	486
19, 110, 242, 71	4	19	1, 1, 0, 0	0	0.763693270736	1.0	156	156	483
19, 110, 346, 134	4	19	1, 1, 0, 0	0	0.746478873239	1.0	145	145	494
19, 110, 346, 153	4	19	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
19, 110, 346, 176	4	19	1, 1, 0, 0	0	0.762128325509	1.0	155	155	484
19, 110, 346, 178	4	19	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
19, 110, 346, 190	4	19	1, 1, 0, 0	0	0.746478873239	1.0	145	145	494
19, 110, 346, 198	4	19	1, 1, 0, 0	0	0.748043818466	1.0	146	146	493
19, 110, 346, 23	4	19	1, 1, 0, 0	0	0.755868544601	1.0	151	151	488
19, 110, 346, 242	4	19	1, 1, 0, 0	0	0.763693270736	1.0	156	156	483
19, 110, 346, 372	4	19	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
19, 110, 346, 373	4	19	1, 1, 0, 0	0	0.740219092332	1.0	141	141	498
19, 110, 346, 71	4	19	1, 1, 0, 0	0	0.740219092332	1.0	141	141	498
19, 110, 346, 83	4	19	1, 1, 0, 0	0	0.746478873239	1.0	145	145	494
19, 110, 373, 134	4	19	1, 1, 0, 0	0	0.740219092332	1.0	141	141	498
19, 110, 373, 153	4	19	1, 1, 0, 0	0	0.752738654147	1.0	149	149	490
19, 110, 373, 176	4	19	1, 1, 0, 0	0	0.758998435055	1.0	153	153	486
19, 110, 373, 178	4	19	1, 1, 0, 0	0	0.755868544601	1.0	151	151	488
19, 110, 373, 190	4	19	1, 1, 0, 0	0	0.737089201878	1.0	139	139	500
19, 110, 373, 198	4	19	1, 1, 0, 0	0	0.746478873239	1.0	145	145	494
19, 110, 373, 201	4	19	1, 1, 0, 1	0	0.765258215962	1.0	157	157	482
19, 110, 373, 23	4	19	1, 1, 0, 0	0	0.755868544601	1.0	151	151	488
19, 110, 373, 242	4	19	1, 1, 0, 0	0	0.758998435055	1.0	153	153	486
19, 110, 373, 372	4	19	1, 1, 0, 0	0	0.755868544601	1.0	151	151	488
19, 110, 373, 71	4	19	1, 1, 0, 0	0	0.743348982786	1.0	143	143	496
19, 110, 373, 83	4	19	1, 1, 0, 0	0	0.748043818466	1.0	146	146	493
19, 110, 51, 134	4	19	1, 1, 0, 0	0	0.785602503912	1.0	170	170	469
19, 110, 51, 153	4	19	1, 1, 0, 0	0	0.773082942097	1.0	162	162	477
19, 110, 51, 176	4	19	1, 1, 0, 0	0	0.777777777778	1.0	165	165	474
19, 110, 51, 178	4	19	1, 1, 0, 0	0	0.777777777778	1.0	165	165	474
19, 110, 51, 190	4	19	1, 1, 0, 0	0	0.776212832551	1.0	164	164	475
19, 110, 51, 198	4	19	1, 1, 0, 0	0	0.777777777778	1.0	165	165	474
19, 110, 51, 23	4	19	1, 1, 0, 0	0	0.804381846635	1.0	182	182	457
19, 110, 51, 242	4	19	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
19, 110, 51, 281	4	19	1, 1, 0, 1	0	0.805946791862	1.0	183	183	456
19, 110, 51, 29	4	19	1, 1, 0, 1	0	0.813771517997	1.0	188	188	451
19, 110, 51, 314	4	19	1, 1, 0, 1	0	0.816901408451	1.0	190	190	449
19, 110, 51, 346	4	19	1, 1, 0, 0	0	0.77151799687	1.0	161	161	478
19, 110, 51, 372	4	19	1, 1, 0, 0	0	0.773082942097	1.0	162	162	477
19, 110, 51, 373	4	19	1, 1, 0, 0	0	0.773082942097	1.0	162	162	477
19, 110, 51, 53	4	19	1, 1, 0, 1	0	0.807511737089	1.0	184	184	455
19, 110, 51, 71	4	19	1, 1, 0, 0	0	0.77151799687	1.0	161	161	478
19, 110, 51, 83	4	19	1, 1, 0, 0	0	0.777777777778	1.0	165	165	474
19, 110, 71, 134	4	19	1, 1, 0, 0	0	0.743348982786	1.0	143	143	496
19, 110, 71, 153	4	19	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
19, 110, 71, 176	4	19	1, 1, 0, 0	0	0.762128325509	1.0	155	155	484
19, 110, 71, 190	4	19	1, 1, 0, 0	0	0.746478873239	1.0	145	145	494
19, 110, 71, 23	4	19	1, 1, 0, 0	0	0.755868544601	1.0	151	151	488
19, 110, 71, 372	4	19	1, 1, 0, 0	0	0.760563380282	1.0	154	154	485
19, 110, 83, 134	4	19	1, 1, 0, 0	0	0.746478873239	1.0	145	145	494
19, 110, 83, 153	4	19	1, 1, 0, 0	0	0.763693270736	1.0	156	156	483
19, 110, 83, 176	4	19	1, 1, 0, 0	0	0.768388106416	1.0	159	159	480
19, 110, 83, 178	4	19	1, 1, 0, 0	0	0.77151799687	1.0	161	161	478
19, 110, 83, 190	4	19	1, 1, 0, 0	0	0.744913928013	1.0	144	144	495
19, 110, 83, 198	4	19	1, 1, 0, 0	0	0.748043818466	1.0	146	146	493
19, 110, 83, 23	4	19	1, 1, 0, 0	0	0.755868544601	1.0	151	151	488
19, 110, 83, 242	4	19	1, 1, 0, 0	0	0.769953051643	1.0	160	160	479
19, 110, 83, 372	4	19	1, 1, 0, 0	0	0.766823161189	1.0	158	158	481
19, 110, 83, 71	4	19	1, 1, 0, 0	0	0.744913928013	1.0	144	144	495
19, 153, 51, 176	4	19	1, 0, 0, 0	1	0.777777777778	1.0	145	145	494
19, 153, 51, 55	4	19	1, 0, 0, 1	1	0.733959311424	1.0	158	158	481
19, 153, 55, 134	4	19	1, 0, 1, 0	0	0.755868544601	1.0	155	155	484
19, 153, 55, 176	4	19	1, 0, 1, 0	0	0.748043818466	1.0	150	150	489
19, 153, 55, 178	4	19	1, 0, 1, 0	0	0.748043818466	1.0	150	150	489
19, 153, 55, 372	4	19	1, 0, 1, 0	0	0.743348982786	1.0	147	147	492
19, 281, 0, 107	4	19	1, 1, 0, 0	0	0.779342723005	1.0	165	165	474
19, 281, 0, 134	4	19	1, 1, 0, 0	0	0.77151799687	1.0	160	160	479
19, 281, 0, 151	4	19	1, 1, 0, 0	0	0.75117370892	1.0	147	147	492
19, 281, 0, 153	4	19	1, 1, 0, 0	0	0.762128325509	1.0	154	154	485
19, 281, 0, 176	4	19	1, 1, 0, 0	0	0.768388106416	1.0	158	158	481
19, 281, 0, 178	4	19	1, 1, 0, 0	0	0.768388106416	1.0	158	158	481
19, 281, 0, 248	4	19	1, 1, 0, 0	0	0.744913928013	1.0	143	143	496
19, 281, 0, 270	4	19	1, 1, 0, 0	0	0.743348982786	1.0	142	142	497
19, 281, 0, 300	4	19	1, 1, 0, 0	0	0.748043818466	1.0	145	145	494
19, 281, 0, 372	4	19	1, 1, 0, 0	0	0.763693270736	1.0	155	155	484
19, 281, 0, 59	4	19	1, 1, 0, 0	0	0.757433489828	1.0	151	151	488
19, 281, 0, 62	4	19	1, 1, 0, 0	0	0.75117370892	1.0	147	147	492
19, 281, 107, 215	4	19	1, 1, 0, 1	0	0.746478873239	1.0	144	144	495
19, 281, 110, 0	4	19	1, 1, 1, 0	0	0.865414710485	1.0	175	175	464
19, 281, 110, 107	4	19	1, 1, 1, 0	0	0.876369327074	1.0	182	182	457
19, 281, 110, 134	4	19	1, 1, 1, 0	0	0.87323943662	1.0	180	180	459
19, 281, 110, 143	4	19	1, 1, 1, 0	0	0.871674491393	1.0	179	179	460
19, 281, 110, 151	4	19	1, 1, 1, 0	0	0.865414710485	1.0	175	175	464
19, 281, 110, 153	4	19	1, 1, 1, 0	0	0.860719874804	1.0	172	172	467
19, 281, 110, 16	4	19	1, 1, 1, 0	0	0.879499217527	1.0	184	184	455
19, 281, 110, 176	4	19	1, 1, 1, 0	0	0.865414710485	1.0	175	175	464
19, 281, 110, 178	4	19	1, 1, 1, 0	0	0.865414710485	1.0	175	175	464
19, 281, 110, 190	4	19	1, 1, 1, 0	0	0.863849765258	1.0	174	174	465
19, 281, 110, 198	4	19	1, 1, 1, 0	0	0.871674491393	1.0	179	179	460
19, 281, 110, 23	4	19	1, 1, 1, 0	0	0.899843505477	1.0	197	197	442
19, 281, 110, 242	4	19	1, 1, 1, 0	0	0.863849765258	1.0	174	174	465
19, 281, 110, 248	4	19	1, 1, 1, 0	0	0.868544600939	1.0	177	177	462
19, 281, 110, 270	4	19	1, 1, 1, 0	0	0.862284820031	1.0	173	173	466
19, 281, 110, 300	4	19	1, 1, 1, 0	0	0.871674491393	1.0	179	179	460
19, 281, 110, 303	4	19	1, 1, 1, 0	0	0.87323943662	1.0	180	180	459
19, 281, 110, 318	4	19	1, 1, 1, 0	0	0.863849765258	1.0	174	174	465
19, 281, 110, 346	4	19	1, 1, 1, 0	0	0.865414710485	1.0	175	175	464
19, 281, 110, 372	4	19	1, 1, 1, 0	0	0.860719874804	1.0	172	172	467
19, 281, 110, 373	4	19	1, 1, 1, 0	0	0.860719874804	1.0	172	172	467
19, 281, 110, 59	4	19	1, 1, 1, 0	0	0.89827856025	1.0	196	196	443
19, 281, 110, 62	4	19	1, 1, 1, 0	0	0.871674491393	1.0	179	179	460
19, 281, 110, 71	4	19	1, 1, 1, 0	0	0.865414710485	1.0	175	175	464
19, 281, 110, 83	4	19	1, 1, 1, 0	0	0.871674491393	1.0	179	179	460
19, 281, 151, 107	4	19	1, 1, 0, 0	0	0.779342723005	1.0	165	165	474
19, 281, 151, 134	4	19	1, 1, 0, 0	0	0.776212832551	1.0	163	163	476
19, 281, 151, 176	4	19	1, 1, 0, 0	0	0.768388106416	1.0	158	158	481
19, 281, 151, 300	4	19	1, 1, 0, 0	0	0.746478873239	1.0	144	144	495
19, 281, 151, 59	4	19	1, 1, 0, 0	0	0.757433489828	1.0	151	151	488
19, 281, 153, 107	4	19	1, 1, 0, 0	0	0.758998435055	1.0	152	152	487
19, 281, 153, 134	4	19	1, 1, 0, 0	0	0.77151799687	1.0	160	160	479
19, 281, 153, 151	4	19	1, 1, 0, 0	0	0.762128325509	1.0	154	154	485
19, 281, 153, 176	4	19	1, 1, 0, 0	0	0.763693270736	1.0	155	155	484
19, 281, 153, 300	4	19	1, 1, 0, 0	0	0.769953051643	1.0	159	159	480
19, 281, 153, 372	4	19	1, 1, 0, 0	0	0.758998435055	1.0	152	152	487
19, 281, 153, 55	4	19	1, 1, 0, 1	0	0.769953051643	1.0	159	159	480
19, 281, 153, 59	4	19	1, 1, 0, 0	0	0.794992175274	1.0	175	175	464
19, 281, 153, 62	4	19	1, 1, 0, 0	0	0.769953051643	1.0	159	159	480
19, 281, 176, 107	4	19	1, 1, 0, 0	0	0.777777777778	1.0	164	164	475
19, 281, 176, 134	4	19	1, 1, 0, 0	0	0.776212832551	1.0	163	163	476
19, 281, 176, 300	4	19	1, 1, 0, 0	0	0.774647887324	1.0	162	162	477
19, 281, 176, 59	4	19	1, 1, 0, 0	0	0.801251956182	1.0	179	179	460
19, 281, 178, 107	4	19	1, 1, 0, 0	0	0.762128325509	1.0	154	154	485
19, 281, 178, 134	4	19	1, 1, 0, 0	0	0.776212832551	1.0	163	163	476
19, 281, 178, 151	4	19	1, 1, 0, 0	0	0.763693270736	1.0	155	155	484
19, 281, 178, 153	4	19	1, 1, 0, 0	0	0.763693270736	1.0	155	155	484
19, 281, 178, 176	4	19	1, 1, 0, 0	0	0.768388106416	1.0	158	158	481
19, 281, 178, 300	4	19	1, 1, 0, 0	0	0.77151799687	1.0	160	160	479
19, 281, 178, 372	4	19	1, 1, 0, 0	0	0.763693270736	1.0	155	155	484
19, 281, 178, 59	4	19	1, 1, 0, 0	0	0.796557120501	1.0	176	176	463
19, 281, 178, 62	4	19	1, 1, 0, 0	0	0.769953051643	1.0	159	159	480
19, 281, 248, 107	4	19	1, 1, 0, 0	0	0.782472613459	1.0	167	167	472
19, 281, 248, 134	4	19	1, 1, 0, 0	0	0.779342723005	1.0	165	165	474
19, 281, 248, 151	4	19	1, 1, 0, 0	0	0.746478873239	1.0	144	144	495
19, 281, 248, 153	4	19	1, 1, 0, 0	0	0.765258215962	1.0	156	156	483
19, 281, 248, 176	4	19	1, 1, 0, 0	0	0.77151799687	1.0	160	160	479
19, 281, 248, 178	4	19	1, 1, 0, 0	0	0.768388106416	1.0	158	158	481
19, 281, 248, 300	4	19	1, 1, 0, 0	0	0.754303599374	1.0	149	149	490
19, 281, 248, 372	4	19	1, 1, 0, 0	0	0.766823161189	1.0	157	157	482
19, 281, 248, 59	4	19	1, 1, 0, 0	0	0.757433489828	1.0	151	151	488
19, 281, 248, 62	4	19	1, 1, 0, 0	0	0.752738654147	1.0	148	148	491
19, 281, 270, 107	4	19	1, 1, 0, 0	0	0.776212832551	1.0	163	163	476
