prefix	length	first	prediction	default	accuracy	upper_bound	objective	lower_bound	num_captured	num_captured_correct	num_not_captured	curiosity
47, 211, 359, 242	4	47	1, 1, 1, 0	1	0.682316118936	1.0	203.0	0.0	202	202	437	0.0
47, 211, 359, 264	4	47	1, 1, 1, 1	0	0.707355242567	1.0	187.0	0.0	221	221	418	0.0
47, 211, 359, 29	4	47	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	207	207	432	0.0
47, 211, 359, 64	4	47	1, 1, 1, 1	0	0.704225352113	1.0	189.0	0.0	219	219	420	0.0
47, 219, 142, 296	4	47	1, 1, 0, 0	1	0.715179968701	1.0	182.0	0.0	151	151	488	0.0
47, 219, 142, 64	4	47	1, 1, 0, 1	1	0.688575899844	1.0	199.0	0.0	179	179	460	0.0
47, 219, 211, 130	4	47	1, 1, 1, 0	1	0.654147104851	1.0	221.0	0.0	172	172	467	0.0
47, 219, 211, 142	4	47	1, 1, 1, 0	1	0.688575899844	1.0	199.0	0.0	194	194	445	0.0
47, 219, 211, 22	4	47	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	187	187	452	0.0
47, 219, 211, 29	4	47	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	195	195	444	0.0
47, 219, 211, 67	4	47	1, 1, 1, 0	1	0.68544600939	1.0	201.0	0.0	192	192	447	0.0
47, 219, 22, 142	4	47	1, 1, 0, 0	1	0.724569640063	1.0	176.0	0.0	157	157	482	0.0
47, 219, 22, 289	4	47	1, 1, 0, 0	1	0.716744913928	1.0	181.0	0.0	152	152	487	0.0
47, 219, 22, 294	4	47	1, 1, 0, 0	1	0.724569640063	1.0	176.0	0.0	157	157	482	0.0
47, 219, 22, 295	4	47	1, 1, 0, 0	1	0.718309859155	1.0	180.0	0.0	153	153	486	0.0
47, 219, 22, 296	4	47	1, 1, 0, 0	1	0.75117370892	1.0	159.0	0.0	174	174	465	0.0
47, 219, 260, 142	4	47	1, 1, 0, 0	1	0.70579029734	1.0	188.0	0.0	145	145	494	0.0
47, 219, 260, 211	4	47	1, 1, 0, 1	1	0.682316118936	1.0	203.0	0.0	190	190	449	0.0
47, 219, 260, 22	4	47	1, 1, 0, 0	1	0.721439749609	1.0	178.0	0.0	155	155	484	0.0
47, 219, 260, 296	4	47	1, 1, 0, 0	1	0.715179968701	1.0	182.0	0.0	151	151	488	0.0
47, 219, 260, 64	4	47	1, 1, 0, 1	1	0.682316118936	1.0	203.0	0.0	175	175	464	0.0
47, 219, 289, 142	4	47	1, 1, 0, 0	1	0.702660406886	1.0	190.0	0.0	143	143	496	0.0
47, 219, 289, 180	4	47	1, 1, 0, 0	1	0.704225352113	1.0	189.0	0.0	144	144	495	0.0
47, 219, 289, 188	4	47	1, 1, 0, 0	1	0.723004694836	1.0	177.0	0.0	156	156	483	0.0
47, 219, 289, 211	4	47	1, 1, 0, 1	1	0.679186228482	1.0	205.0	0.0	188	188	451	0.0
47, 219, 289, 260	4	47	1, 1, 0, 0	1	0.701095461659	1.0	191.0	0.0	142	142	497	0.0
47, 219, 289, 264	4	47	1, 1, 0, 1	1	0.679186228482	1.0	205.0	0.0	175	175	464	0.0
47, 219, 289, 29	4	47	1, 1, 0, 0	1	0.727699530516	1.0	174.0	0.0	159	159	480	0.0
47, 219, 289, 296	4	47	1, 1, 0, 0	1	0.715179968701	1.0	182.0	0.0	151	151	488	0.0
47, 219, 289, 64	4	47	1, 1, 0, 1	1	0.679186228482	1.0	205.0	0.0	173	173	466	0.0
47, 219, 289, 73	4	47	1, 1, 0, 1	1	0.679186228482	1.0	205.0	0.0	178	178	461	0.0
47, 219, 29, 142	4	47	1, 1, 0, 0	1	0.735524256651	1.0	169.0	0.0	164	164	475	0.0
47, 219, 29, 22	4	47	1, 1, 0, 0	1	0.729264475743	1.0	173.0	0.0	160	160	479	0.0
47, 219, 29, 260	4	47	1, 1, 0, 0	1	0.729264475743	1.0	173.0	0.0	160	160	479	0.0
47, 219, 293, 142	4	47	1, 1, 0, 0	1	0.743348982786	1.0	164.0	0.0	169	169	470	0.0
47, 219, 293, 211	4	47	1, 1, 0, 1	1	0.693270735524	1.0	196.0	0.0	197	197	442	0.0
47, 219, 293, 22	4	47	1, 1, 0, 0	1	0.732394366197	1.0	171.0	0.0	162	162	477	0.0
47, 219, 293, 221	4	47	1, 1, 0, 1	1	0.693270735524	1.0	196.0	0.0	144	144	495	0.0
47, 219, 293, 260	4	47	1, 1, 0, 0	1	0.737089201878	1.0	168.0	0.0	165	165	474	0.0
47, 219, 293, 289	4	47	1, 1, 0, 0	1	0.733959311424	1.0	170.0	0.0	163	163	476	0.0
47, 219, 293, 29	4	47	1, 1, 0, 0	1	0.72613458529	1.0	175.0	0.0	158	158	481	0.0
47, 219, 293, 64	4	47	1, 1, 0, 1	1	0.693270735524	1.0	196.0	0.0	182	182	457	0.0
47, 219, 293, 67	4	47	1, 1, 0, 0	1	0.740219092332	1.0	166.0	0.0	167	167	472	0.0
47, 219, 294, 142	4	47	1, 1, 0, 0	1	0.708920187793	1.0	186.0	0.0	147	147	492	0.0
47, 219, 294, 147	4	47	1, 1, 0, 1	1	0.688575899844	1.0	199.0	0.0	187	187	452	0.0
47, 219, 294, 180	4	47	1, 1, 0, 0	1	0.708920187793	1.0	186.0	0.0	147	147	492	0.0
47, 219, 294, 188	4	47	1, 1, 0, 0	1	0.732394366197	1.0	171.0	0.0	162	162	477	0.0
47, 219, 294, 211	4	47	1, 1, 0, 1	1	0.688575899844	1.0	199.0	0.0	194	194	445	0.0
47, 219, 294, 260	4	47	1, 1, 0, 0	1	0.708920187793	1.0	186.0	0.0	147	147	492	0.0
47, 219, 294, 264	4	47	1, 1, 0, 1	1	0.688575899844	1.0	199.0	0.0	181	181	458	0.0
47, 219, 294, 289	4	47	1, 1, 0, 0	1	0.70579029734	1.0	188.0	0.0	145	145	494	0.0
47, 219, 294, 29	4	47	1, 1, 0, 0	1	0.737089201878	1.0	168.0	0.0	165	165	474	0.0
47, 219, 294, 293	4	47	1, 1, 0, 0	1	0.743348982786	1.0	164.0	0.0	169	169	470	0.0
47, 219, 294, 296	4	47	1, 1, 0, 0	1	0.715179968701	1.0	182.0	0.0	151	151	488	0.0
47, 219, 294, 64	4	47	1, 1, 0, 1	1	0.688575899844	1.0	199.0	0.0	179	179	460	0.0
47, 219, 294, 73	4	47	1, 1, 0, 1	1	0.688575899844	1.0	199.0	0.0	184	184	455	0.0
47, 219, 295, 111	4	47	1, 1, 0, 0	1	0.719874804382	1.0	179.0	0.0	154	154	485	0.0
47, 219, 295, 142	4	47	1, 1, 0, 0	1	0.704225352113	1.0	189.0	0.0	144	144	495	0.0
47, 219, 295, 147	4	47	1, 1, 0, 1	1	0.682316118936	1.0	203.0	0.0	183	183	456	0.0
47, 219, 295, 180	4	47	1, 1, 0, 0	1	0.70579029734	1.0	188.0	0.0	145	145	494	0.0
47, 219, 295, 188	4	47	1, 1, 0, 0	1	0.72613458529	1.0	175.0	0.0	158	158	481	0.0
47, 219, 295, 211	4	47	1, 1, 0, 1	1	0.682316118936	1.0	203.0	0.0	190	190	449	0.0
47, 219, 295, 242	4	47	1, 1, 0, 0	1	0.721439749609	1.0	178.0	0.0	155	155	484	0.0
47, 219, 295, 260	4	47	1, 1, 0, 0	1	0.708920187793	1.0	186.0	0.0	147	147	492	0.0
47, 219, 295, 264	4	47	1, 1, 0, 1	1	0.682316118936	1.0	203.0	0.0	177	177	462	0.0
47, 219, 295, 289	4	47	1, 1, 0, 0	1	0.707355242567	1.0	187.0	0.0	146	146	493	0.0
47, 219, 295, 29	4	47	1, 1, 0, 0	1	0.733959311424	1.0	170.0	0.0	163	163	476	0.0
47, 219, 295, 293	4	47	1, 1, 0, 0	1	0.737089201878	1.0	168.0	0.0	165	165	474	0.0
47, 219, 295, 294	4	47	1, 1, 0, 0	1	0.702660406886	1.0	190.0	0.0	143	143	496	0.0
47, 219, 295, 296	4	47	1, 1, 0, 0	1	0.715179968701	1.0	182.0	0.0	151	151	488	0.0
47, 219, 295, 64	4	47	1, 1, 0, 1	1	0.682316118936	1.0	203.0	0.0	175	175	464	0.0
47, 219, 295, 67	4	47	1, 1, 0, 0	1	0.704225352113	1.0	189.0	0.0	144	144	495	0.0
47, 219, 295, 73	4	47	1, 1, 0, 1	1	0.682316118936	1.0	203.0	0.0	180	180	459	0.0
47, 219, 296, 188	4	47	1, 1, 0, 0	1	0.758998435055	1.0	154.0	0.0	179	179	460	0.0
47, 219, 296, 211	4	47	1, 1, 0, 1	1	0.715179968701	1.0	182.0	0.0	211	211	428	0.0
47, 219, 296, 29	4	47	1, 1, 0, 0	1	0.762128325509	1.0	152.0	0.0	181	181	458	0.0
47, 219, 296, 293	4	47	1, 1, 0, 0	1	0.769953051643	1.0	147.0	0.0	186	186	453	0.0
47, 219, 296, 64	4	47	1, 1, 0, 1	1	0.715179968701	1.0	182.0	0.0	196	196	443	0.0
47, 219, 296, 73	4	47	1, 1, 0, 1	1	0.715179968701	1.0	182.0	0.0	201	201	438	0.0
47, 219, 64, 141	4	47	1, 1, 1, 0	1	0.680751173709	1.0	204.0	0.0	174	174	465	0.0
47, 219, 64, 144	4	47	1, 1, 1, 0	1	0.682316118936	1.0	203.0	0.0	175	175	464	0.0
47, 219, 64, 208	4	47	1, 1, 1, 0	1	0.680751173709	1.0	204.0	0.0	174	174	465	0.0
47, 219, 64, 22	4	47	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	172	172	467	0.0
47, 219, 64, 259	4	47	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	180	180	459	0.0
47, 219, 64, 262	4	47	1, 1, 1, 0	1	0.688575899844	1.0	199.0	0.0	179	179	460	0.0
47, 219, 64, 264	4	47	1, 1, 1, 1	0	0.663536776213	1.0	215.0	0.0	193	193	446	0.0
47, 219, 64, 29	4	47	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	180	180	459	0.0
47, 219, 64, 297	4	47	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	172	172	467	0.0
47, 219, 64, 299	4	47	1, 1, 1, 0	1	0.688575899844	1.0	199.0	0.0	179	179	460	0.0
47, 219, 64, 300	4	47	1, 1, 1, 0	1	0.696400625978	1.0	194.0	0.0	184	184	455	0.0
47, 219, 64, 301	4	47	1, 1, 1, 0	1	0.682316118936	1.0	203.0	0.0	175	175	464	0.0
47, 219, 64, 304	4	47	1, 1, 1, 0	1	0.680751173709	1.0	204.0	0.0	174	174	465	0.0
47, 219, 64, 305	4	47	1, 1, 1, 0	1	0.716744913928	1.0	181.0	0.0	197	197	442	0.0
47, 219, 67, 111	4	47	1, 1, 0, 0	1	0.723004694836	1.0	177.0	0.0	156	156	483	0.0
47, 219, 67, 142	4	47	1, 1, 0, 0	1	0.712050078247	1.0	184.0	0.0	149	149	490	0.0
47, 219, 67, 180	4	47	1, 1, 0, 0	1	0.704225352113	1.0	189.0	0.0	144	144	495	0.0
47, 219, 67, 22	4	47	1, 1, 0, 0	1	0.724569640063	1.0	176.0	0.0	157	157	482	0.0
47, 219, 67, 260	4	47	1, 1, 0, 0	1	0.702660406886	1.0	190.0	0.0	143	143	496	0.0
47, 219, 67, 289	4	47	1, 1, 0, 0	1	0.702660406886	1.0	190.0	0.0	143	143	496	0.0
47, 219, 67, 29	4	47	1, 1, 0, 0	1	0.737089201878	1.0	168.0	0.0	165	165	474	0.0
47, 219, 67, 294	4	47	1, 1, 0, 0	1	0.71048513302	1.0	185.0	0.0	148	148	491	0.0
47, 219, 67, 296	4	47	1, 1, 0, 0	1	0.715179968701	1.0	182.0	0.0	151	151	488	0.0
47, 219, 67, 64	4	47	1, 1, 0, 1	1	0.68544600939	1.0	201.0	0.0	177	177	462	0.0
47, 64, 144, 111	4	47	1, 1, 0, 0	1	0.721439749609	1.0	178.0	0.0	154	154	485	0.0
47, 64, 144, 180	4	47	1, 1, 0, 0	1	0.732394366197	1.0	171.0	0.0	161	161	478	0.0
47, 64, 144, 188	4	47	1, 1, 0, 0	1	0.723004694836	1.0	177.0	0.0	155	155	484	0.0
47, 64, 144, 208	4	47	1, 1, 0, 0	1	0.707355242567	1.0	187.0	0.0	145	145	494	0.0
47, 64, 144, 22	4	47	1, 1, 0, 0	1	0.721439749609	1.0	178.0	0.0	154	154	485	0.0
47, 64, 144, 242	4	47	1, 1, 0, 0	1	0.723004694836	1.0	177.0	0.0	155	155	484	0.0
47, 64, 144, 262	4	47	1, 1, 0, 0	1	0.70579029734	1.0	188.0	0.0	144	144	495	0.0
47, 64, 144, 29	4	47	1, 1, 0, 0	1	0.704225352113	1.0	189.0	0.0	143	143	496	0.0
47, 64, 144, 297	4	47	1, 1, 0, 0	1	0.704225352113	1.0	189.0	0.0	143	143	496	0.0
47, 64, 144, 301	4	47	1, 1, 0, 0	1	0.701095461659	1.0	191.0	0.0	141	141	498	0.0
47, 64, 144, 305	4	47	1, 1, 0, 0	1	0.716744913928	1.0	181.0	0.0	151	151	488	0.0
47, 64, 144, 73	4	47	1, 1, 0, 1	1	0.682316118936	1.0	203.0	0.0	180	180	459	0.0
47, 64, 208, 22	4	47	1, 1, 0, 0	1	0.719874804382	1.0	179.0	0.0	153	153	486	0.0
47, 64, 208, 224	4	47	1, 1, 0, 1	1	0.680751173709	1.0	204.0	0.0	159	159	480	0.0
47, 64, 208, 305	4	47	1, 1, 0, 0	1	0.716744913928	1.0	181.0	0.0	151	151	488	0.0
47, 64, 262, 180	4	47	1, 1, 0, 0	1	0.738654147105	1.0	167.0	0.0	165	165	474	0.0
47, 64, 262, 188	4	47	1, 1, 0, 0	1	0.729264475743	1.0	173.0	0.0	159	159	480	0.0
47, 64, 262, 208	4	47	1, 1, 0, 0	1	0.70579029734	1.0	188.0	0.0	144	144	495	0.0
47, 64, 262, 22	4	47	1, 1, 0, 0	1	0.727699530516	1.0	174.0	0.0	158	158	481	0.0
47, 64, 262, 242	4	47	1, 1, 0, 0	1	0.732394366197	1.0	171.0	0.0	161	161	478	0.0
47, 64, 262, 297	4	47	1, 1, 0, 0	1	0.708920187793	1.0	186.0	0.0	146	146	493	0.0
47, 64, 262, 305	4	47	1, 1, 0, 0	1	0.716744913928	1.0	181.0	0.0	151	151	488	0.0
47, 64, 29, 208	4	47	1, 1, 0, 0	1	0.702660406886	1.0	190.0	0.0	142	142	497	0.0
47, 64, 29, 22	4	47	1, 1, 0, 0	1	0.729264475743	1.0	173.0	0.0	159	159	480	0.0
47, 64, 29, 262	4	47	1, 1, 0, 0	1	0.707355242567	1.0	187.0	0.0	145	145	494	0.0
47, 64, 29, 297	4	47	1, 1, 0, 0	1	0.701095461659	1.0	191.0	0.0	141	141	498	0.0
47, 64, 29, 305	4	47	1, 1, 0, 0	1	0.716744913928	1.0	181.0	0.0	151	151	488	0.0
47, 64, 291, 111	4	47	1, 1, 0, 0	1	0.723004694836	1.0	177.0	0.0	155	155	484	0.0
47, 64, 291, 144	4	47	1, 1, 0, 0	1	0.707355242567	1.0	187.0	0.0	145	145	494	0.0
47, 64, 291, 147	4	47	1, 1, 0, 1	1	0.688575899844	1.0	199.0	0.0	186	186	453	0.0
47, 64, 291, 180	4	47	1, 1, 0, 0	1	0.738654147105	1.0	167.0	0.0	165	165	474	0.0
47, 64, 291, 188	4	47	1, 1, 0, 0	1	0.732394366197	1.0	171.0	0.0	161	161	478	0.0
47, 64, 291, 208	4	47	1, 1, 0, 0	1	0.70579029734	1.0	188.0	0.0	144	144	495	0.0
47, 64, 291, 211	4	47	1, 1, 0, 1	1	0.688575899844	1.0	199.0	0.0	193	193	446	0.0
47, 64, 291, 219	4	47	1, 1, 0, 1	1	0.688575899844	1.0	199.0	0.0	179	179	460	0.0
47, 64, 291, 22	4	47	1, 1, 0, 0	1	0.727699530516	1.0	174.0	0.0	158	158	481	0.0
47, 64, 291, 242	4	47	1, 1, 0, 0	1	0.732394366197	1.0	171.0	0.0	161	161	478	0.0
47, 64, 291, 262	4	47	1, 1, 0, 0	1	0.708920187793	1.0	186.0	0.0	146	146	493	0.0
47, 64, 291, 264	4	47	1, 1, 0, 1	1	0.688575899844	1.0	199.0	0.0	180	180	459	0.0
47, 64, 291, 29	4	47	1, 1, 0, 0	1	0.707355242567	1.0	187.0	0.0	145	145	494	0.0
47, 64, 291, 297	4	47	1, 1, 0, 0	1	0.707355242567	1.0	187.0	0.0	145	145	494	0.0
47, 64, 291, 301	4	47	1, 1, 0, 0	1	0.708920187793	1.0	186.0	0.0	146	146	493	0.0
47, 64, 291, 305	4	47	1, 1, 0, 0	1	0.716744913928	1.0	181.0	0.0	151	151	488	0.0
47, 64, 291, 73	4	47	1, 1, 0, 1	1	0.688575899844	1.0	199.0	0.0	184	184	455	0.0
47, 64, 297, 208	4	47	1, 1, 0, 0	1	0.697965571205	1.0	193.0	0.0	139	139	500	0.0
47, 64, 297, 22	4	47	1, 1, 0, 0	1	0.716744913928	1.0	181.0	0.0	151	151	488	0.0
47, 64, 297, 224	4	47	1, 1, 0, 1	1	0.677621283255	1.0	206.0	0.0	157	157	482	0.0
47, 64, 297, 305	4	47	1, 1, 0, 0	1	0.716744913928	1.0	181.0	0.0	151	151	488	0.0
47, 64, 301, 111	4	47	1, 1, 0, 0	1	0.721439749609	1.0	178.0	0.0	154	154	485	0.0
47, 64, 301, 147	4	47	1, 1, 0, 1	1	0.682316118936	1.0	203.0	0.0	182	182	457	0.0
47, 64, 301, 180	4	47	1, 1, 0, 0	1	0.732394366197	1.0	171.0	0.0	161	161	478	0.0
47, 64, 301, 188	4	47	1, 1, 0, 0	1	0.723004694836	1.0	177.0	0.0	155	155	484	0.0
47, 64, 301, 208	4	47	1, 1, 0, 0	1	0.707355242567	1.0	187.0	0.0	145	145	494	0.0
47, 64, 301, 211	4	47	1, 1, 0, 1	1	0.682316118936	1.0	203.0	0.0	189	189	450	0.0
47, 64, 301, 22	4	47	1, 1, 0, 0	1	0.721439749609	1.0	178.0	0.0	154	154	485	0.0
47, 64, 301, 242	4	47	1, 1, 0, 0	1	0.721439749609	1.0	178.0	0.0	154	154	485	0.0
47, 64, 301, 262	4	47	1, 1, 0, 0	1	0.707355242567	1.0	187.0	0.0	145	145	494	0.0
47, 64, 301, 264	4	47	1, 1, 0, 1	1	0.682316118936	1.0	203.0	0.0	176	176	463	0.0
47, 64, 301, 29	4	47	1, 1, 0, 0	1	0.707355242567	1.0	187.0	0.0	145	145	494	0.0
47, 64, 301, 297	4	47	1, 1, 0, 0	1	0.701095461659	1.0	191.0	0.0	141	141	498	0.0
47, 64, 301, 305	4	47	1, 1, 0, 0	1	0.716744913928	1.0	181.0	0.0	151	151	488	0.0
47, 64, 301, 73	4	47	1, 1, 0, 1	1	0.682316118936	1.0	203.0	0.0	180	180	459	0.0
47, 64, 304, 144	4	47	1, 1, 0, 0	1	0.724569640063	1.0	176.0	0.0	156	156	483	0.0
47, 64, 304, 208	4	47	1, 1, 0, 0	1	0.723004694836	1.0	177.0	0.0	155	155	484	0.0
47, 64, 304, 22	4	47	1, 1, 0, 0	1	0.719874804382	1.0	179.0	0.0	153	153	486	0.0
47, 64, 304, 262	4	47	1, 1, 0, 0	1	0.73082942097	1.0	172.0	0.0	160	160	479	0.0
47, 64, 304, 29	4	47	1, 1, 0, 0	1	0.732394366197	1.0	171.0	0.0	161	161	478	0.0
47, 64, 304, 291	4	47	1, 1, 0, 0	1	0.73082942097	1.0	172.0	0.0	160	160	479	0.0
47, 64, 304, 297	4	47	1, 1, 0, 0	1	0.719874804382	1.0	179.0	0.0	153	153	486	0.0
47, 64, 304, 301	4	47	1, 1, 0, 0	1	0.724569640063	1.0	176.0	0.0	156	156	483	0.0
47, 64, 304, 86	4	47	1, 1, 0, 1	1	0.680751173709	1.0	204.0	0.0	134	134	505	0.0
47, 64, 305, 22	4	47	1, 1, 0, 0	1	0.755868544601	1.0	156.0	0.0	176	176	463	0.0
47, 64, 305, 224	4	47	1, 1, 0, 1	1	0.716744913928	1.0	181.0	0.0	182	182	457	0.0
47, 64, 305, 304	4	47	1, 1, 0, 0	1	0.758998435055	1.0	154.0	0.0	178	178	461	0.0
47, 73, 29, 22	4	47	1, 1, 0, 0	1	0.729264475743	1.0	173.0	0.0	165	165	474	0.0
47, 73, 64, 208	4	47	1, 1, 1, 0	1	0.680751173709	1.0	204.0	0.0	179	179	460	0.0
47, 73, 64, 22	4	47	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	177	177	462	0.0
47, 73, 64, 262	4	47	1, 1, 1, 0	1	0.688575899844	1.0	199.0	0.0	184	184	455	0.0
47, 73, 64, 29	4	47	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	185	185	454	0.0
47, 73, 64, 297	4	47	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	177	177	462	0.0
47, 73, 64, 304	4	47	1, 1, 1, 0	1	0.680751173709	1.0	204.0	0.0	179	179	460	0.0
47, 73, 64, 305	4	47	1, 1, 1, 0	1	0.716744913928	1.0	181.0	0.0	202	202	437	0.0
64, 264, 111, 22	4	64	1, 1, 0, 0	1	0.716744913928	1.0	181.0	0.0	143	143	496	0.0
64, 264, 111, 29	4	64	1, 1, 0, 0	1	0.729264475743	1.0	173.0	0.0	151	151	488	0.0
64, 264, 147, 128	4	64	1, 1, 1, 0	1	0.676056338028	1.0	207.0	0.0	170	170	469	0.0
64, 264, 147, 196	4	64	1, 1, 1, 0	1	0.679186228482	1.0	205.0	0.0	172	172	467	0.0
64, 264, 147, 198	4	64	1, 1, 1, 0	1	0.701095461659	1.0	191.0	0.0	186	186	453	0.0
64, 264, 147, 22	4	64	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	171	171	468	0.0
64, 264, 147, 29	4	64	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	179	179	460	0.0
64, 264, 147, 55	4	64	1, 1, 1, 0	1	0.676056338028	1.0	207.0	0.0	170	170	469	0.0
64, 264, 188, 22	4	64	1, 1, 0, 0	1	0.721439749609	1.0	178.0	0.0	146	146	493	0.0
64, 264, 188, 29	4	64	1, 1, 0, 0	1	0.733959311424	1.0	170.0	0.0	154	154	485	0.0
64, 264, 219, 22	4	64	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	164	164	475	0.0
64, 264, 219, 259	4	64	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	172	172	467	0.0
64, 264, 219, 269	4	64	1, 1, 1, 0	1	0.704225352113	1.0	189.0	0.0	181	181	458	0.0
64, 264, 219, 29	4	64	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	172	172	467	0.0
64, 264, 242, 22	4	64	1, 1, 0, 0	1	0.721439749609	1.0	178.0	0.0	146	146	493	0.0
64, 264, 242, 29	4	64	1, 1, 0, 0	1	0.733959311424	1.0	170.0	0.0	154	154	485	0.0
64, 264, 268, 111	4	64	1, 1, 0, 0	1	0.713615023474	1.0	183.0	0.0	141	141	498	0.0
64, 264, 268, 147	4	64	1, 1, 0, 1	1	0.677621283255	1.0	206.0	0.0	171	171	468	0.0
64, 264, 268, 180	4	64	1, 1, 0, 0	1	0.729264475743	1.0	173.0	0.0	151	151	488	0.0
64, 264, 268, 188	4	64	1, 1, 0, 0	1	0.721439749609	1.0	178.0	0.0	146	146	493	0.0
64, 264, 268, 211	4	64	1, 1, 0, 1	1	0.677621283255	1.0	206.0	0.0	178	178	461	0.0
64, 264, 268, 219	4	64	1, 1, 0, 1	1	0.677621283255	1.0	206.0	0.0	164	164	475	0.0
64, 264, 268, 22	4	64	1, 1, 0, 0	1	0.716744913928	1.0	181.0	0.0	143	143	496	0.0
64, 264, 268, 242	4	64	1, 1, 0, 0	1	0.721439749609	1.0	178.0	0.0	146	146	493	0.0
64, 264, 268, 29	4	64	1, 1, 0, 0	1	0.712050078247	1.0	184.0	0.0	140	140	499	0.0
64, 264, 268, 47	4	64	1, 1, 0, 1	1	0.677621283255	1.0	206.0	0.0	173	173	466	0.0
64, 264, 268, 73	4	64	1, 1, 0, 1	1	0.677621283255	1.0	206.0	0.0	169	169	470	0.0
64, 264, 29, 22	4	64	1, 1, 0, 0	1	0.729264475743	1.0	173.0	0.0	151	151	488	0.0
64, 264, 47, 144	4	64	1, 1, 1, 0	1	0.682316118936	1.0	203.0	0.0	176	176	463	0.0
64, 264, 47, 208	4	64	1, 1, 1, 0	1	0.680751173709	1.0	204.0	0.0	175	175	464	0.0
64, 264, 47, 22	4	64	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	173	173	466	0.0
64, 264, 47, 262	4	64	1, 1, 1, 0	1	0.688575899844	1.0	199.0	0.0	180	180	459	0.0
64, 264, 47, 29	4	64	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	181	181	458	0.0
64, 264, 47, 297	4	64	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	173	173	466	0.0
64, 264, 47, 304	4	64	1, 1, 1, 0	1	0.680751173709	1.0	204.0	0.0	175	175	464	0.0
64, 264, 47, 305	4	64	1, 1, 1, 0	1	0.716744913928	1.0	181.0	0.0	198	198	441	0.0
64, 264, 73, 195	4	64	1, 1, 1, 0	1	0.680751173709	1.0	204.0	0.0	171	171	468	0.0
64, 264, 73, 211	4	64	1, 1, 1, 1	0	0.679186228482	1.0	205.0	0.0	203	203	436	0.0
64, 264, 73, 22	4	64	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	169	169	470	0.0
64, 264, 73, 29	4	64	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	177	177	462	0.0
73, 147, 111, 0	4	73	1, 1, 0, 1	1	0.677621283255	1.0	206.0	0.0	171	171	468	0.0
73, 147, 111, 22	4	73	1, 1, 0, 0	1	0.716744913928	1.0	181.0	0.0	155	155	484	0.0
73, 147, 111, 29	4	73	1, 1, 0, 0	1	0.729264475743	1.0	173.0	0.0	163	163	476	0.0
73, 147, 111, 47	4	73	1, 1, 0, 1	1	0.677621283255	1.0	206.0	0.0	184	184	455	0.0
73, 147, 111, 64	4	73	1, 1, 0, 1	1	0.677621283255	1.0	206.0	0.0	176	176	463	0.0
73, 147, 264, 127	4	73	1, 1, 1, 0	1	0.679186228482	1.0	205.0	0.0	177	177	462	0.0
73, 147, 264, 176	4	73	1, 1, 1, 0	1	0.679186228482	1.0	205.0	0.0	177	177	462	0.0
73, 147, 264, 191	4	73	1, 1, 1, 0	1	0.680751173709	1.0	204.0	0.0	178	178	461	0.0
73, 147, 264, 192	4	73	1, 1, 1, 0	1	0.704225352113	1.0	189.0	0.0	193	193	446	0.0
73, 147, 264, 22	4	73	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	176	176	463	0.0
73, 147, 264, 29	4	73	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	184	184	455	0.0
73, 147, 264, 53	4	73	1, 1, 1, 0	1	0.682316118936	1.0	203.0	0.0	179	179	460	0.0
73, 147, 29, 22	4	73	1, 1, 0, 0	1	0.729264475743	1.0	173.0	0.0	163	163	476	0.0
73, 147, 359, 174	4	73	1, 1, 1, 0	1	0.68544600939	1.0	201.0	0.0	193	193	446	0.0
73, 147, 359, 22	4	73	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	188	188	451	0.0
73, 147, 359, 29	4	73	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	196	196	443	0.0
73, 147, 359, 64	4	73	1, 1, 1, 1	0	0.688575899844	1.0	199.0	0.0	209	209	430	0.0
73, 147, 47, 22	4	73	1, 1, 1, 0	1	0.677621283255	1.0	206.0	0.0	184	184	455	0.0
73, 147, 47, 29	4	73	1, 1, 1, 0	1	0.69014084507	1.0	198.0	0.0	192	192	447	0.0
